set_num,review_score
7251-1,69.0
725-2,85.0
7252-1,77.0
7255-1,73.0
7256-1,75.0
7257-1,66.0
7258-1,76.0
7259-1,82.0
7260-1,63.0
726-1,85.0
7261-1,78.0
7261-2,62.0
7262-1,76.0
7263-1,64.0
7264-1,81.0
7266-1,65.0
7267-1,53.0
7268-1,62.0
7269-1,67.0
7270-1,63.0
727-1,84.0
7271-1,65.0
7272-1,65.0
7274-1,65.0
7275-1,65.0
7276-1,65.0
7278-1,65.0
7279-1,73.0
7280-1,72.0
7281-1,75.0
7283-1,88.0
7285-1,80.0
7286-1,80.0
7287-1,75.0
7288-1,79.0
7290-1,30.0
7291-1,76.0
7292-1,84.0
7294-1,70.0
7295-1,60.0
7296-1,71.0
7297-1,63.0
7298-1,73.0
7-3,83.0
7300-1,60.0
730-1,76.0
7301-1,63.0
730-2,88.0
7302-1,63.0
7303-1,66.0
7305-1,70.0
7306-1,80.0
7307-1,77.0
7308-1,58.0
7309-1,58.0
7310-1,59.0
7311-1,63.0
7312-1,82.0
7313-1,76.0
7314-1,81.0
7315-1,68.0
7316-1,79.0
7317-1,76.0
7320-1,50.0
7321-1,47.0
7322-1,50.0
7323-1,50.0
7324-1,83.0
7325-1,75.0
7326-1,76.0
7327-1,81.0
733-1,87.0
7332-1,65.0
7333-1,65.0
7344-1,72.0
7345-1,77.0
7346-1,79.0
7347-1,81.0
735-1,86.0
7383-1,75.0
7398-1,60.0
740-1,80.0
740-2,72.0
7409-1,71.0
7410-1,84.0
741-1,44.0
7411-1,81.0
7412-1,81.0
7413-1,77.0
7414-1,77.0
7415-1,79.0
7416-1,84.0
7417-1,85.0
7418-1,85.0
7419-1,90.0
7420-1,80.0
742-1,73.0
7422-1,71.0
7423-1,65.0
7424-1,72.0
7435-1,23.0
7436-1,55.0
7437-1,55.0
7439-1,45.0
744-1,86.0
7441-1,45.0
7446-1,60.0
7449-1,60.0
7450-1,60.0
745-1,72.0
7452-1,84.0
7453-1,70.0
7467-1,80.0
7468-1,87.0
7469-1,82.0
7470-1,90.0
7471-1,81.0
7473-1,74.0
7474-1,79.0
7475-1,78.0
7476-1,79.0
7477-1,88.0
7498-1,81.0
7499-1,72.0
75000-1,77.0
75001-1,77.0
75002-1,81.0
75003-1,79.0
75004-1,84.0
75005-1,78.0
75006-1,60.0
75007-1,73.0
75008-1,59.0
75009-1,80.0
750-1,77.0
75010-1,79.0
7501-1,92.0
75011-1,77.0
75012-1,80.0
75013-1,85.0
75014-1,79.0
75015-1,82.0
75016-1,80.0
75017-1,77.0
75018-1,82.0
75019-1,82.0
75020-1,87.0
7502-1,43.0
75021-1,88.0
75022-1,77.0
75023-1,77.0
75024-1,81.0
75025-1,86.0
75028-1,71.0
75029-1,72.0
75030-1,87.0
7503-1,60.0
75031-1,73.0
75032-1,74.0
75033-1,77.0
75034-1,65.0
75035-1,78.0
75036-1,76.0
75037-1,84.0
75038-1,76.0
75039-1,74.0
75040-1,76.0
7504-1,67.0
75041-1,68.0
75042-1,76.0
75043-1,78.0
75044-1,73.0
75045-1,83.0
75046-1,73.0
75048-1,67.0
75049-1,83.0
75050-1,85.0
7505-1,68.0
75051-1,82.0
75052-1,85.0
75053-1,76.0
75054-1,89.0
75055-1,87.0
75056-1,78.0
75058-1,70.0
75059-1,88.0
75060-1,94.0
7506-1,68.0
75072-1,76.0
75073-1,80.0
75074-1,82.0
75075-1,84.0
75076-1,81.0
75077-1,78.0
75078-1,89.0
75079-1,72.0
75080-1,83.0
7508-1,55.0
75081-1,89.0
75082-1,83.0
75083-1,79.0
75084-1,89.0
75085-1,70.0
75086-1,86.0
75087-1,81.0
75088-1,83.0
75089-1,82.0
75090-1,78.0
7509-1,65.0
75091-1,82.0
75092-1,86.0
75093-1,86.0
75094-1,80.0
75095-1,91.0
75096-1,85.0
75097-1,82.0
75098-1,60.0
75099-1,78.0
75100-1,73.0
7510-1,50.0
75101-1,81.0
75102-1,84.0
75103-1,78.0
75104-1,79.0
75105-1,87.0
75106-1,84.0
75107-1,78.0
75108-1,82.0
75109-1,85.0
751-1,73.0
75110-1,80.0
7511-1,50.0
75111-1,81.0
75112-1,90.0
75113-1,82.0
75114-1,88.0
75115-1,90.0
75116-1,75.0
75117-1,88.0
75118-1,84.0
75119-1,77.0
75120-1,84.0
7512-1,57.0
75121-1,87.0
75125-1,84.0
75126-1,78.0
75127-1,81.0
75128-1,86.0
75129-1,86.0
75130-1,85.0
75131-1,80.0
75132-1,82.0
75133-1,83.0
75134-1,75.0
75135-1,78.0
75136-1,80.0
75137-1,75.0
75138-1,85.0
75139-1,69.0
75140-1,86.0
7514-1,60.0
75141-1,73.0
75142-1,71.0
75144-1,86.0
75145-1,80.0
75146-1,85.0
75147-1,74.0
75148-1,72.0
75149-1,82.0
75150-1,89.0
7515-1,53.0
75151-1,82.0
75152-1,81.0
75153-1,80.0
75154-1,74.0
75155-1,87.0
75156-1,89.0
75157-1,89.0
75158-1,78.0
75159-1,86.0
75160-1,84.0
7516-1,63.0
75161-1,78.0
75162-1,84.0
75163-1,77.0
75164-1,86.0
75165-1,74.0
75166-1,73.0
75167-1,88.0
75168-1,78.0
75169-1,76.0
75170-1,75.0
7517-1,70.0
75171-1,72.0
75172-1,89.0
75173-1,69.0
75174-1,89.0
75175-1,85.0
75176-1,75.0
75177-1,66.0
75178-1,79.0
75179-1,81.0
75180-1,87.0
7518-1,70.0
75181-1,87.0
75182-1,80.0
75183-1,89.0
75184-1,64.0
75185-1,84.0
75186-1,83.0
75187-1,91.0
75188-1,79.0
75189-1,73.0
75190-1,82.0
7519-1,80.0
75191-1,78.0
75192-1,85.0
75193-1,82.0
75194-1,83.0
75195-1,78.0
75196-1,79.0
75197-1,74.0
75198-1,75.0
75199-1,61.0
75200-1,78.0
7520-1,78.0
75201-1,49.0
75202-1,84.0
75203-1,81.0
75204-1,76.0
75205-1,66.0
75206-1,71.0
75207-1,77.0
75208-1,75.0
75209-1,87.0
75210-1,75.0
7521-1,67.0
75211-1,87.0
75212-1,82.0
75213-1,70.0
75214-1,80.0
75215-1,81.0
75216-1,67.0
75217-1,76.0
75218-1,87.0
75219-1,77.0
75220-1,71.0
7522-1,70.0
75221-1,67.0
75222-1,85.0
75223-1,82.0
75224-1,86.0
75225-1,83.0
75226-1,76.0
75227-1,100.0
75228-1,82.0
75229-1,77.0
75230-1,85.0
75232-1,87.0
75233-1,77.0
75234-1,85.0
75235-1,76.0
75236-1,85.0
75237-1,78.0
75238-1,77.0
75239-1,79.0
75240-1,84.0
7524-1,60.0
75241-1,85.0
75242-1,87.0
75243-1,90.0
75244-1,90.0
75245-1,79.0
75246-1,79.0
75247-1,79.0
75248-1,81.0
75249-1,83.0
75250-1,79.0
75251-1,91.0
75252-1,89.0
75253-1,75.0
75254-1,73.0
75255-1,86.0
75256-1,93.0
75257-1,89.0
75258-1,81.0
75259-1,85.0
7526-1,65.0
75261-1,90.0
75262-1,79.0
75263-1,81.0
75264-1,70.0
75265-1,83.0
75266-1,79.0
75267-1,85.0
75268-1,83.0
75269-1,75.0
75270-1,78.0
75271-1,77.0
75272-1,71.0
75273-1,78.0
75274-1,90.0
75275-1,89.0
75276-1,83.0
75277-1,92.0
75278-1,93.0
75279-1,85.0
75280-1,86.0
7528-1,60.0
75281-1,79.0
75283-1,76.0
75284-1,74.0
75286-1,63.0
75288-1,90.0
75290-1,91.0
7529-1,65.0
75291-1,87.0
75292-1,90.0
75293-1,90.0
75294-1,80.0
75295-1,20.0
75299-1,77.0
75300-1,80.0
7530-1,70.0
75301-1,77.0
753-1,83.0
7531-1,65.0
75317-1,74.0
75318-1,89.0
7532-1,70.0
7533-1,60.0
7534-1,55.0
7535-1,47.0
754-1,83.0
755-1,78.0
75522-1,78.0
75523-1,88.0
75524-1,85.0
75525-1,85.0
75526-1,82.0
75528-1,79.0
75529-1,87.0
75530-1,75.0
7553-1,75.0
75531-1,85.0
75532-1,85.0
75533-1,87.0
75534-1,89.0
75535-1,71.0
75536-1,85.0
75537-1,84.0
75546-1,70.0
75547-1,80.0
75549-1,68.0
75550-1,80.0
75551-1,79.0
7557-1,60.0
7558-1,63.0
7559-1,65.0
756-1,74.0
7566-1,82.0
7567-1,74.0
7569-1,78.0
7570-1,75.0
757-1,75.0
7571-1,78.0
7572-1,73.0
7573-1,85.0
7574-1,68.0
7575-1,50.0
7577-1,60.0
7578-1,70.0
7579-1,60.0
7580-1,65.0
758-1,75.0
75810-1,90.0
7581-1,70.0
7582-1,65.0
75821-1,78.0
75822-1,81.0
75823-1,82.0
75824-1,85.0
75825-1,83.0
75826-1,91.0
75827-1,90.0
75828-1,86.0
7583-1,74.0
7585-1,63.0
7586-1,70.0
75870-1,81.0
7587-1,68.0
75871-1,82.0
75872-1,77.0
75873-1,78.0
75874-1,76.0
75875-1,89.0
75876-1,85.0
75877-1,87.0
75878-1,82.0
75879-1,80.0
75880-1,86.0
75881-1,92.0
75882-1,83.0
75883-1,85.0
75884-1,84.0
75885-1,89.0
75886-1,87.0
75887-1,82.0
75888-1,89.0
75889-1,94.0
75890-1,90.0
75891-1,90.0
75892-1,90.0
75893-1,93.0
75894-1,90.0
75895-1,92.0
75899-1,83.0
75900-1,81.0
7590-1,77.0
75901-1,80.0
75902-1,90.0
75903-1,92.0
75904-1,80.0
75908-1,88.0
75909-1,83.0
759-1,75.0
75910-1,83.0
7591-1,71.0
75911-1,86.0
75912-1,89.0
75913-1,89.0
75915-1,77.0
75916-1,85.0
75917-1,75.0
75918-1,79.0
75919-1,80.0
75920-1,73.0
7592-1,76.0
75926-1,69.0
75927-1,81.0
75928-1,79.0
75929-1,75.0
75930-1,77.0
7593-1,75.0
75931-1,79.0
75932-1,86.0
75933-1,86.0
75934-1,74.0
75935-1,79.0
75936-1,91.0
75937-1,81.0
75938-1,65.0
75939-1,87.0
75940-1,73.0
7594-1,86.0
75941-1,82.0
75942-1,77.0
75945-1,88.0
75946-1,67.0
75947-1,78.0
75948-1,93.0
75950-1,82.0
7595-1,83.0
75951-1,83.0
75952-1,88.0
75953-1,85.0
75954-1,89.0
75955-1,85.0
75956-1,84.0
75957-1,92.0
75958-1,91.0
7596-1,73.0
75964-1,76.0
75965-1,82.0
75966-1,84.0
75967-1,80.0
75968-1,89.0
75969-1,89.0
75970-1,81.0
7597-1,75.0
75971-1,79.0
75972-1,83.0
75973-1,86.0
75974-1,85.0
75975-1,77.0
75976-1,93.0
75977-1,91.0
75978-1,85.0
75979-1,88.0
75980-1,91.0
7598-1,84.0
75981-1,81.0
75987-1,68.0
7599-1,86.0
76000-1,84.0
7600-1,80.0
76001-1,77.0
76002-1,60.0
76003-1,79.0
76004-1,87.0
76005-1,76.0
76006-1,83.0
76007-1,84.0
76008-1,71.0
76009-1,68.0
76010-1,82.0
76011-1,83.0
76012-1,72.0
76013-1,81.0
76014-1,57.0
76015-1,79.0
76016-1,77.0
76017-1,81.0
76018-1,85.0
76019-1,77.0
760-2,91.0
76020-1,74.0
7602-1,64.0
76021-1,91.0
76022-1,88.0
76023-1,83.0
76025-1,88.0
76026-1,79.0
76027-1,68.0
76028-1,81.0
76029-1,69.0
76030-1,73.0
76031-1,91.0
76032-1,85.0
76034-1,77.0
76035-1,82.0
76036-1,89.0
76037-1,68.0
76038-1,85.0
76039-1,85.0
76040-1,87.0
7604-1,61.0
76041-1,72.0
76042-1,86.0
76044-1,69.0
76045-1,81.0
76046-1,82.0
76047-1,79.0
76048-1,83.0
76049-1,82.0
76050-1,71.0
7605-1,71.0
76051-1,77.0
76052-1,89.0
76053-1,78.0
76054-1,78.0
76055-1,77.0
76056-1,77.0
76057-1,92.0
76058-1,88.0
76059-1,79.0
76060-1,86.0
7606-1,69.0
76061-1,79.0
76062-1,77.0
76063-1,79.0
76064-1,72.0
76065-1,78.0
76066-1,83.0
76067-1,80.0
76068-1,79.0
76069-1,91.0
76070-1,89.0
76071-1,80.0
76072-1,86.0
76073-1,85.0
76075-1,80.0
76076-1,67.0
76077-1,78.0
76078-1,70.0
76079-1,74.0
76080-1,80.0
76081-1,73.0
76082-1,73.0
76083-1,83.0
76084-1,78.0
76085-1,77.0
76086-1,69.0
76087-1,76.0
76088-1,74.0
76089-1,79.0
76090-1,82.0
7609-1,82.0
76091-1,79.0
76092-1,82.0
76093-1,76.0
76094-1,83.0
76095-1,83.0
76096-1,72.0
76097-1,87.0
76098-1,79.0
76099-1,77.0
76100-1,84.0
7610-1,84.0
76101-1,80.0
76102-1,72.0
76103-1,70.0
76104-1,86.0
76105-1,81.0
76107-1,83.0
76108-1,88.0
76109-1,82.0
76110-1,74.0
7611-1,77.0
76111-1,81.0
76112-1,80.0
76113-1,72.0
76114-1,85.0
76115-1,84.0
76116-1,78.0
76117-1,62.0
76118-1,82.0
76119-1,86.0
76120-1,86.0
76122-1,87.0
76123-1,69.0
76124-1,86.0
76125-1,83.0
76126-1,84.0
76127-1,78.0
76128-1,84.0
76129-1,87.0
76130-1,72.0
76131-1,73.0
76133-1,73.0
76134-1,79.0
76137-1,75.0
76138-1,83.0
76139-1,90.0
76140-1,82.0
76141-1,83.0
76142-1,72.0
76143-1,72.0
76144-1,79.0
76146-1,80.0
76147-1,69.0
76148-1,69.0
76149-1,86.0
76150-1,64.0
76151-1,81.0
76152-1,76.0
76153-1,92.0
76157-1,84.0
76158-1,84.0
76159-1,89.0
76160-1,96.0
76161-1,88.0
76162-1,82.0
76163-1,79.0
76164-1,70.0
76165-1,68.0
76166-1,88.0
76167-1,72.0
76168-1,84.0
76169-1,88.0
76171-1,89.0
76172-1,67.0
76173-1,90.0
76174-1,71.0
7620-1,84.0
7621-1,77.0
7622-1,88.0
7623-1,86.0
7624-1,79.0
7625-1,81.0
7626-1,80.0
7627-1,81.0
7628-1,89.0
7630-1,79.0
7631-1,77.0
7632-1,81.0
7633-1,81.0
7634-1,87.0
7635-1,84.0
7636-1,85.0
7637-1,81.0
7638-1,71.0
76382-1,79.0
76383-1,84.0
76384-1,80.0
76385-1,80.0
7639-1,85.0
7641-1,85.0
7642-1,74.0
7643-1,74.0
7644-1,83.0
7645-1,88.0
7646-1,83.0
7647-1,83.0
7648-1,79.0
7649-1,89.0
7654-1,76.0
7655-1,74.0
7656-1,83.0
7657-1,77.0
7658-1,79.0
7659-1,78.0
7660-1,75.0
7661-1,81.0
7662-1,88.0
7663-1,77.0
7664-1,69.0
7665-1,90.0
7666-1,79.0
7667-1,75.0
7668-1,73.0
7669-1,76.0
7670-1,75.0
7671-1,82.0
7672-1,78.0
7673-1,81.0
7674-1,74.0
7675-1,78.0
7676-1,85.0
7678-1,77.0
7679-1,87.0
7680-1,72.0
7681-1,74.0
7682-1,80.0
7683-1,84.0
7684-1,87.0
7685-1,77.0
7686-1,78.0
7687-1,74.0
7688-1,60.0
76895-1,88.0
76896-1,89.0
76897-1,85.0
76898-1,87.0
76899-1,80.0
7690-1,76.0
7691-1,70.0
7692-1,83.0
7693-1,78.0
7694-1,74.0
7695-1,75.0
7696-1,80.0
7697-1,81.0
7699-1,84.0
7700-1,81.0
770-1,85.0
7701-1,79.0
7702-1,77.0
7703-1,73.0
7704-1,74.0
7705-1,82.0
7706-1,76.0
7707-1,79.0
7708-1,76.0
7709-1,86.0
7710-1,80.0
7711-1,62.0
7712-1,83.0
7713-1,85.0
7714-1,88.0
7715-1,79.0
7716-1,79.0
7718-1,79.0
7719-1,79.0
7720-1,77.0
7721-1,71.0
7722-1,85.0
7723-1,67.0
7724-1,72.0
7725-1,77.0
7726-1,77.0
7727-1,83.0
7730-1,85.0
7731-1,84.0
7732-1,80.0
7733-1,85.0
7734-1,78.0
7735-1,81.0
7736-1,66.0
7737-1,79.0
7738-1,80.0
7739-1,84.0
7740-1,93.0
7741-1,86.0
7743-1,75.0
7744-1,83.0
7745-1,86.0
7746-1,77.0
7747-1,79.0
7748-1,76.0
7749-1,80.0
7750-1,84.0
775-1,82.0
7751-1,79.0
7752-1,77.0
7753-1,79.0
7754-1,80.0
7755-1,83.0
7760-1,93.0
7770-1,76.0
7771-1,84.0
7772-1,68.0
7773-1,84.0
7774-1,82.0
7775-1,86.0
7776-1,84.0
7777-1,64.0
7778-1,76.0
7779-1,70.0
7780-1,69.0
7781-1,87.0
7782-1,84.0
7783-1,89.0
7784-1,87.0
7785-1,83.0
7786-1,79.0
7787-1,77.0
7789-1,72.0
77904-1,86.0
77905-1,86.0
77906-1,70.0
77907-1,88.0
7793-1,62.0
7797-1,62.0
7798-1,56.0
7799-1,56.0
7800-1,80.0
780-1,78.0
7801-1,50.0
7802-1,68.0
7803-1,71.0
7804-1,90.0
7805-1,68.0
7808-1,80.0
7810-1,85.0
7813-1,85.0
7814-1,77.0
7815-1,89.0
7816-1,77.0
7817-1,74.0
7818-1,81.0
7819-1,79.0
7820-1,88.0
7821-1,77.0
7822-1,85.0
7823-1,88.0
7824-1,88.0
7825-1,70.0
7830-1,62.0
783-1,34.0
7831-1,75.0
7834-1,76.0
7835-1,83.0
7836-1,67.0
7837-1,71.0
7838-1,87.0
7839-1,87.0
7840-1,67.0
7842-1,67.0
7843-1,60.0
7844-1,60.0
7846-1,75.0
7848-1,82.0
7850-1,77.0
7851-1,77.0
7852-1,69.0
7853-1,68.0
7854-1,85.0
7855-1,78.0
7856-1,84.0
7857-1,73.0
78579-1,37.0
7858-1,84.0
7859-1,89.0
7860-1,88.0
7861-1,82.0
7862-1,61.0
7863-1,79.0
7864-1,86.0
7865-1,81.0
7866-1,95.0
7867-1,91.0
7868-1,70.0
7869-1,72.0
7870-1,74.0
787-1,87.0
7871-1,75.0
7872-1,70.0
7873-1,67.0
7875-1,70.0
7876-1,74.0
7877-1,71.0
78777-1,62.0
7879-1,74.0
78800-1,63.0
7880-1,63.0
7882-1,70.0
7883-1,50.0
7884-1,63.0
7885-1,87.0
7886-1,78.0
7888-1,86.0
7890-1,79.0
789-1,79.0
7891-1,80.0
7892-1,68.0
7893-1,81.0
7894-1,78.0
7895-1,78.0
7896-1,68.0
7897-1,65.0
7898-1,81.0
7899-1,79.0
79000-1,70.0
7900-1,81.0
79001-1,80.0
79002-1,80.0
79003-1,89.0
79004-1,83.0
79005-1,82.0
79006-1,88.0
79007-1,82.0
79008-1,85.0
79010-1,80.0
7901-1,74.0
79011-1,81.0
79012-1,83.0
79013-1,76.0
79014-1,82.0
79015-1,83.0
79016-1,60.0
79017-1,80.0
79018-1,80.0
7902-1,69.0
7903-1,82.0
7904-1,81.0
7905-1,91.0
7906-1,73.0
7907-1,74.0
79100-1,71.0
7910-1,74.0
79101-1,74.0
79102-1,70.0
79103-1,81.0
79104-1,78.0
79105-1,77.0
79106-1,83.0
79107-1,76.0
79108-1,84.0
79109-1,90.0
791-1,67.0
79110-1,86.0
7911-1,82.0
79111-1,94.0
79115-1,85.0
79116-1,91.0
79117-1,88.0
79118-1,78.0
79119-1,80.0
79120-1,73.0
7912-1,78.0
79121-1,91.0
79122-1,86.0
7913-1,78.0
7914-1,73.0
7915-1,63.0
7917-1,63.0
7918-1,63.0
791901-1,80.0
791902-1,78.0
791903-1,78.0
7919-1,78.0
792004-1,78.0
792005-1,78.0
7920-1,78.0
7922-1,78.0
7923-1,78.0
7925-1,40.0
7927-1,55.0
7928-1,45.0
7929-1,76.0
7930-1,62.0
7931-1,75.0
7936-1,73.0
7937-1,84.0
7938-1,81.0
7939-1,84.0
794-1,53.0
7942-1,80.0
7944-1,72.0
7945-1,77.0
7946-1,78.0
7947-1,77.0
7948-1,80.0
7949-1,70.0
7950-1,72.0
7952-1,84.0
7953-1,84.0
7955-1,85.0
7956-1,78.0
7957-1,74.0
7958-1,79.0
7959-1,72.0
796-1,50.0
7961-1,69.0
7962-1,84.0
7964-1,80.0
7965-1,84.0
7967-1,84.0
7968-1,50.0
7970-1,68.0
797-1,50.0
7971-1,50.0
7976-1,67.0
7977-1,80.0
7978-1,85.0
7979-1,86.0
798-1,60.0
7984-1,73.0
7985-1,80.0
7990-1,82.0
799-1,67.0
7991-1,79.0
7992-1,80.0
7993-1,83.0
7994-1,84.0
7996-1,73.0
7997-1,79.0
7998-1,80.0
8000-1,72.0
80006-1,78.0
80007-1,73.0
80008-1,82.0
80009-1,90.0
800-1,86.0
80010-1,84.0
8001-1,81.0
80011-1,90.0
80012-1,90.0
80013-1,94.0
80014-1,65.0
80015-1,65.0
80016-1,80.0
800-2,40.0
8002-1,87.0
8003-1,47.0
8004-1,58.0
8005-1,56.0
8006-1,40.0
8007-1,71.0
8008-1,71.0
8009-1,82.0
8010-1,73.0
80101-1,83.0
80102-1,92.0
80103-1,88.0
80104-1,93.0
80105-1,94.0
80106-1,94.0
80107-1,100.0
801-1,70.0
8011-1,74.0
801-2,65.0
8012-1,75.0
801-3,75.0
8014-1,79.0
8015-1,69.0
8016-1,72.0
8017-1,74.0
8018-1,78.0
8019-1,79.0
8020-1,80.0
802-1,84.0
802-2,65.0
8022-1,73.0
8024-1,64.0
8026-1,64.0
8028-1,73.0
8029-1,90.0
8030-1,73.0
8031-1,80.0
803-2,75.0
8032-1,69.0
8033-1,67.0
8034-1,69.0
8035-1,67.0
8036-1,77.0
8037-1,80.0
8038-1,81.0
8039-1,81.0
8040-1,77.0
804-1,55.0
8041-1,69.0
8042-1,81.0
8043-1,93.0
8044-1,72.0
8045-1,67.0
8046-1,66.0
8047-1,82.0
8048-1,69.0
8049-1,78.0
8050-1,66.0
805-1,74.0
8051-1,85.0
8052-1,69.0
8053-1,71.0
8054-1,60.0
8055-1,77.0
8056-1,66.0
8057-1,73.0
8058-1,72.0
8059-1,71.0
8060-1,74.0
8061-1,73.0
8062-1,82.0
8063-1,65.0
8064-1,74.0
8065-1,74.0
8066-1,66.0
8067-1,69.0
8068-1,66.0
8069-1,86.0
8070-1,80.0
8071-1,66.0
8072-1,68.0
8073-1,66.0
8074-1,82.0
8075-1,77.0
8076-1,70.0
8077-1,78.0
8078-1,82.0
8079-1,69.0
8080-1,80.0
808-1,40.0
8081-1,67.0
8082-1,84.0
8083-1,70.0
8084-1,68.0
8085-1,71.0
8086-1,73.0
8087-1,69.0
8088-1,79.0
8089-1,79.0
8090-1,68.0
809-1,72.0
8091-1,69.0
8092-1,79.0
8093-1,77.0
8094-1,86.0
8095-1,82.0
8096-1,81.0
8097-1,86.0
8098-1,82.0
8099-1,74.0
81000-1,62.0
8100-1,69.0
81001-1,57.0
81002-1,57.0
81003-1,57.0
810-1,80.0
8101-1,78.0
810-2,80.0
8102-1,75.0
810-3,81.0
8103-1,72.0
810-4,75.0
8104-1,73.0
8105-1,72.0
8106-1,82.0
8107-1,72.0
8108-1,76.0
8109-1,77.0
8110-1,84.0
811-1,72.0
8111-1,74.0
811-2,65.0
8112-1,78.0
8113-1,82.0
8114-1,81.0
8115-1,80.0
8117-1,80.0
8118-1,84.0
8119-1,77.0
8120-1,78.0
812-1,80.0
8121-1,74.0
812-2,83.0
8122-1,72.0
8123-1,68.0
8124-1,72.0
8125-1,63.0
8126-1,66.0
8128-1,77.0
8129-1,80.0
8130-1,69.0
813-1,85.0
8131-1,73.0
813-2,53.0
8132-1,70.0
8133-1,76.0
8134-1,73.0
8135-1,73.0
8136-1,60.0
8137-1,68.0
8138-1,60.0
8139-1,57.0
8140-1,60.0
8141-1,60.0
814-2,60.0
8142-1,67.0
8143-1,77.0
8144-1,70.0
8144-2,70.0
8145-1,83.0
8146-1,62.0
8147-1,84.0
8148-1,77.0
8149-1,75.0
8150-1,74.0
815-1,75.0
8151-1,77.0
8152-1,75.0
8153-1,70.0
8154-1,70.0
8155-1,70.0
8156-1,82.0
8157-1,81.0
8158-1,81.0
8159-1,84.0
8160-1,51.0
816-1,66.0
8161-1,74.0
8162-1,55.0
8163-1,65.0
8164-1,65.0
8165-1,55.0
8168-1,77.0
8169-1,83.0
818-1,63.0
8182-1,63.0
8183-1,75.0
8184-1,80.0
8185-1,72.0
8186-1,72.0
8188-1,76.0
8189-1,77.0
8190-1,79.0
819-1,80.0
8191-1,67.0
8192-1,77.0
8193-1,81.0
8194-1,75.0
8195-1,74.0
8196-1,66.0
8197-1,79.0
8198-1,55.0
8199-1,71.0
8200-1,72.0
8201-1,79.0
8202-1,57.0
8203-1,42.0
8204-1,69.0
8205-1,63.0
8206-1,79.0
8207-1,65.0
8208-1,69.0
8209-1,64.0
8210-1,69.0
821-1,86.0
8213-1,61.0
8214-1,90.0
8215-1,63.0
8216-1,69.0
8217-1,56.0
8218-1,59.0
8219-1,67.0
822-1,65.0
8222-1,62.0
8223-1,66.0
8225-1,65.0
8226-1,72.0
8229-1,66.0
8230-1,68.0
8232-1,76.0
8233-1,34.0
8235-1,71.0
8236-1,62.0
8237-1,62.0
8238-1,51.0
8239-1,34.0
8240-1,51.0
8241-1,36.0
8242-1,73.0
8244-1,53.0
8245-1,41.0
8246-1,58.0
8247-1,50.0
8248-1,44.0
8250-1,76.0
8251-1,73.0
8252-1,59.0
8253-1,60.0
8255-1,51.0
8256-1,57.0
8257-1,54.0
8258-1,81.0
8259-1,82.0
8260-1,72.0
8261-1,72.0
8262-1,68.0
8263-1,76.0
8264-1,66.0
8265-1,82.0
8266-1,45.0
8268-1,32.0
8269-1,44.0
8270-1,73.0
8271-1,69.0
8272-1,77.0
8273-1,68.0
8274-1,82.0
8275-1,81.0
8277-1,75.0
8279-1,62.0
8280-1,80.0
8281-1,78.0
8282-1,72.0
8283-1,74.0
8284-1,84.0
8285-1,77.0
8286-1,83.0
8287-1,68.0
8288-1,86.0
8289-1,76.0
8290-1,71.0
8291-1,75.0
8292-1,79.0
8293-1,83.0
8294-1,80.0
8295-1,77.0
8296-1,73.0
8297-1,85.0
8299-1,78.0
8-3,75.0
8300-1,62.0
8301-1,68.0
8302-1,75.0
8303-1,74.0
8304-1,78.0
8305-1,58.0
8307-1,30.0
8310-1,5.0
8311-1,18.0
8312-1,16.0
8313-1,26.0
8314-1,9.0
8315-1,12.0
8316-1,17.0
8317-1,35.0
8318-1,14.0
8319-1,17.0
8320-1,26.0
8321-1,16.0
8324-1,4.0
8325-1,17.0
8350-1,71.0
8353-1,54.0
8354-1,79.0
8355-1,65.0
8356-1,67.0
8357-1,77.0
8358-1,66.0
8359-1,54.0
8360-1,52.0
836-1,78.0
8362-1,76.0
8363-1,63.0
8364-1,56.0
8365-1,70.0
8366-1,82.0
8369-1,90.0
8370-1,66.0
837-1,57.0
8371-1,77.0
8374-1,73.0
8375-1,77.0
8376-1,77.0
8378-1,66.0
8380-1,52.0
838-1,72.0
8381-1,72.0
8382-1,72.0
8383-1,56.0
8384-1,55.0
8385-1,48.0
8386-1,81.0
8389-1,77.0
839-1,70.0
8396-1,80.0
8397-1,77.0
8398-1,81.0
8399-1,75.0
8400-1,65.0
840-1,60.0
8401-1,77.0
8402-1,76.0
8403-1,79.0
8404-1,84.0
8408-1,70.0
8409-1,64.0
8410-1,35.0
841-1,53.0
8411-1,64.0
8412-1,84.0
8414-1,68.0
8415-1,70.0
8416-1,77.0
8417-1,78.0
8418-1,70.0
8419-1,84.0
8420-1,90.0
8421-1,80.0
8422-1,77.0
8423-1,69.0
8424-1,73.0
8425-1,81.0
8426-1,71.0
8428-1,71.0
8429-1,70.0
8430-1,69.0
843-1,74.0
8431-1,88.0
8432-1,62.0
8433-1,72.0
8434-1,59.0
8435-1,78.0
8436-1,89.0
8437-1,62.0
8438-1,82.0
8439-1,82.0
8440-1,76.0
8441-1,66.0
8443-1,81.0
8444-1,72.0
8445-1,78.0
8446-1,78.0
8448-1,92.0
8450-1,59.0
845-1,59.0
8451-1,74.0
8453-1,76.0
8454-1,78.0
8455-1,92.0
8456-1,80.0
8457-1,67.0
8458-1,89.0
8459-1,94.0
8460-1,89.0
846-1,80.0
8461-1,91.0
8462-1,86.0
8463-1,60.0
8464-1,90.0
