set_num,rrp,current_value,growth,annual_growth
5657-1,19.99,76.26,2.7689999999999997,0.11699999999999999
5658-1,26.99,120.08,3.45,0.126
5659-1,39.99,188.49,2.99,0.09300000000000001
566-1,35.09,445.53,11.698,0.067
5678-1,6.99,40.37,4.992,0.11900000000000001
5679-1,12.99,67.5,4.005,0.217
5680-1,24.99,176.84,5.553,0.183
5681-1,67.49,170.86,1.5319999999999998,0.14
5682-1,39.99,132.91,2.283,0.162
5683-1,29.99,53.26,0.579,0.045
5684-1,39.99,126.24,2.1180000000000003,0.175
5685-1,6.99,13.16,0.9540000000000001,0.051
5691-1,54.99,121.82,1.2570000000000001,0.055
5695-1,74.99,180.43,1.228,0.113
5696-1,29.99,83.78,1.483,0.065
5700-1,33.25,33.74,,
570-1,12.54,378.08,29.146,0.07400000000000001
5701-1,33.25,,,
5706-1,14.99,,,
5714-1,32.99,33.74,,
5748-1,20.24,79.52,2.929,0.10400000000000001
5749-1,33.74,61.32,0.818,0.036000000000000004
575-1,17.54,952.2,53.298,0.1
5761-1,6.99,14.27,0.765,0.07400000000000001
5762-1,6.99,15.86,0.9620000000000001,0.086
5763-1,17.99,32.45,0.851,0.040999999999999995
5764-1,19.99,61.3,1.673,0.087
5765-1,24.99,65.15,1.4140000000000001,0.098
5766-1,39.99,67.58,0.669,0.068
5767-1,49.99,67.89,0.258,0.033
5770-1,49.99,115.21,1.1340000000000001,0.046
577-1,51.29,225.03,3.388,0.039
5771-1,89.99,155.52,0.6459999999999999,0.064
5793-1,12.99,121.43,8.004,0.221
5794-1,29.99,180.4,4.3469999999999995,0.16899999999999998
5795-1,109.99,282.38,1.324,0.099
580-1,,656.07,,
5801-1,4.04,27.61,5.8389999999999995,0.086
5802-1,9.44,31.36,2.323,0.059000000000000004
5803-1,9.44,64.8,5.867000000000001,0.09699999999999999
5804-1,13.49,66.14,3.904,0.079
5805-1,33.74,63.46,0.8809999999999999,0.031
5807-1,40.49,194.33,3.8,0.078
5808-1,80.99,302.63,2.737,0.065
5810-1,7.41,20.86,1.814,0.042
5811-1,9.44,21.02,1.227,0.035
5812-1,9.44,14.22,0.506,0.068
5813-1,19.99,82.0,3.052,0.11599999999999999
5814-1,26.99,132.26,3.9010000000000002,0.106
5815-1,39.99,269.99,5.669,0.11900000000000001
5816-1,69.99,269.99,3.0010000000000003,0.096
5817-1,19.99,46.66,1.306,0.10099999999999999
5818-1,24.99,67.34,1.495,0.076
5819-1,39.99,152.04,2.755,0.09
5820-1,26.99,30.52,0.131,
5821-1,16.19,14.57,,
5822-1,13.49,16.78,0.244,
5823-1,8.09,37.53,3.641,0.08
5824-1,10.79,67.5,5.257999999999999,0.047
5825-1,17.54,66.15,2.772,0.069
5826-1,22.94,89.75,2.9130000000000003,0.069
5827-1,36.44,254.11,5.974,0.102
5828-1,49.99,125.82,1.331,0.067
5829-1,64.99,273.4,3.051,0.11699999999999999
5830-1,14.84,39.74,1.679,0.04
5831-1,6.74,31.75,3.713,0.085
5832-1,12.14,45.66,2.762,0.07200000000000001
5833-1,22.94,134.99,4.885,0.057999999999999996
5834-1,56.69,122.57,1.162,0.040999999999999995
5835-1,22.94,666.0,28.035999999999998,0.151
5836-1,5.39,79.46,13.752,0.12
5837-1,9.44,113.35,11.011,0.14800000000000002
5838-1,13.49,115.86,7.591,0.07200000000000001
5839-1,49.99,175.46,2.25,0.115
5840-1,26.66,55.85,1.095,0.03
5841-1,12.14,37.99,2.13,0.053
5842-1,22.94,121.43,4.294,0.053
5843-1,36.44,175.49,3.8160000000000003,0.091
5844-1,6.74,27.46,3.076,0.066
5845-1,14.84,78.98,4.323,0.079
5846-1,33.74,96.34,1.8559999999999999,0.049
5847-1,47.24,184.87,2.9139999999999997,0.064
5848-1,59.4,206.81,2.4819999999999998,0.057999999999999996
5850-1,67.49,664.08,8.84,0.091
585-1,26.99,758.74,27.116,0.077
5853-1,13.49,23.4,0.735,0.024
5854-1,33.74,145.77,3.321,0.066
5855-1,53.99,197.51,2.658,0.057999999999999996
5856-1,12.14,40.3,2.32,0.069
5857-1,26.99,81.0,2.002,0.034
5858-1,74.24,109.7,0.478,0.023
5859-1,12.14,46.85,2.86,0.083
5860-1,33.74,113.29,2.358,0.048
5861-1,37.79,87.75,1.3219999999999998,0.051
5862-1,64.8,136.34,1.104,0.045
5864-1,6.99,13.91,0.72,0.059000000000000004
5865-1,6.99,12.34,0.526,0.044000000000000004
5866-1,17.99,25.22,0.43799999999999994,0.034
5867-1,26.99,58.66,1.1740000000000002,0.049
5868-1,39.99,135.23,2.34,0.10099999999999999
5870-1,56.69,79.0,0.39399999999999996,0.027999999999999997
5871-1,67.49,180.66,1.6769999999999998,0.055999999999999994
5872-1,,10.46,,0.035
5873-1,,8.41,,0.051
5874-1,26.99,167.36,5.202000000000001,0.083
5875-1,40.49,154.08,2.806,0.057
5876-1,40.49,140.06,2.459,0.053
5877-1,40.49,92.81,1.2919999999999998,0.053
5880-1,72.9,265.15,2.637,0.051
588-1,46.58,627.75,12.478,0.166
5882-1,14.99,48.63,2.004,0.079
5883-1,24.99,60.12,1.228,0.048
5884-1,39.99,99.9,1.4669999999999999,0.062
5885-1,64.99,202.82,2.005,0.084
5886-1,89.99,181.08,0.9159999999999999,0.044000000000000004
5887-1,129.99,477.45,2.537,0.09300000000000001
5888-1,44.99,131.9,1.7919999999999998,0.136
5890-1,133.65,404.16,2.024,0.044000000000000004
5891-1,59.99,141.21,1.325,0.107
5892-1,79.99,164.58,1.032,0.062
5893-1,119.99,162.14,0.335,0.032
5895-1,134.99,147.5,0.09300000000000001,
5898-1,12.99,51.23,2.799,0.073
5899-1,12.99,27.59,1.046,0.049
5900-1,5.74,15.67,1.732,0.08900000000000001
590-1,20.24,1740.26,84.99600000000001,0.11199999999999999
5901-1,6.06,33.62,4.546,0.049
5902-1,6.06,33.62,4.546,0.053
5903-1,2.69,59.62,21.191,0.14400000000000002
5904-1,2.69,24.69,8.191,0.081
5905-1,2.69,44.42,15.533,0.083
5906-1,4.04,98.67,23.445,0.10300000000000001
5909-1,5.06,208.13,40.111999999999995,0.08199999999999999
5911-1,4.04,23.87,4.913,0.092
5912-1,4.04,22.82,4.652,0.091
5913-1,4.04,33.68,7.343999999999999,0.077
5914-1,4.04,41.5,9.281,0.071
5918-1,5.39,62.15,10.539000000000001,0.059000000000000004
5919-1,26.99,410.0,14.193,0.132
5920-1,8.09,58.85,6.277,0.087
5921-1,8.09,36.67,3.534,0.067
5923-1,13.49,202.68,14.027999999999999,0.163
5924-1,13.49,193.51,13.347999999999999,0.16
5925-1,8.09,64.11,6.928,0.069
5927-1,13.49,87.02,5.452000000000001,0.109
5928-1,8.09,95.94,10.865,0.11199999999999999
5929-1,12.99,57.33,3.2510000000000003,0.102
5930-1,12.99,39.29,1.913,0.054000000000000006
5931-1,17.99,92.29,3.56,0.122
5932-1,17.99,50.79,1.51,0.051
5933-1,24.99,49.94,0.85,0.07200000000000001
5934-1,20.24,120.74,4.967,0.107
5935-1,26.99,80.35,1.9769999999999999,0.031
5936-1,16.19,134.76,7.325,0.106
5938-1,10.79,133.5,11.377,0.11599999999999999
5940-1,80.99,255.53,2.155,0.09699999999999999
5941-1,63.45,148.2,1.3359999999999999,0.057
5942-1,31.04,161.99,4.218999999999999,0.066
5943-1,13.49,80.81,4.992,0.11800000000000001
5944-1,8.09,44.58,4.513,0.067
5945-1,12.99,146.87,9.89,0.21100000000000002
5946-1,24.99,64.27,1.382,0.1
5947-1,39.99,220.19,4.438,0.11
5948-1,26.99,208.13,6.712000000000001,0.09699999999999999
5950-1,4.04,58.39,13.465,0.08199999999999999
5951-1,4.04,18.04,3.468,0.08199999999999999
5952-1,4.04,17.91,3.438,0.08199999999999999
5953-1,4.04,25.12,5.224,0.063
5955-1,40.49,166.19,3.105,0.061
5956-1,26.99,446.66,15.550999999999998,0.105
5958-1,40.49,220.5,4.446000000000001,0.11599999999999999
5960-1,94.49,404.99,3.286,0.067
5961-1,26.99,129.11,3.784,0.077
5962-1,26.99,60.74,1.251,0.095
5963-1,26.99,107.66,2.989,0.121
5964-1,8.09,95.08,10.758,0.109
5965-1,4.04,21.8,4.401,0.11900000000000001
5966-1,4.04,16.7,3.137,0.063
5967-1,,22.46,,0.045
5969-1,7.99,19.16,1.369,0.086
5970-1,10.99,31.78,1.3559999999999999,0.085
5971-1,26.99,67.49,1.501,0.08199999999999999
5972-1,40.49,71.96,0.777,0.044000000000000004
5973-1,64.99,121.69,0.8029999999999999,0.055
5974-1,129.99,244.11,0.8079999999999999,0.06
5975-1,67.49,539.99,7.001,0.08800000000000001
5976-1,67.49,328.01,3.86,0.057
5977-1,,12.38,,0.092
5978-1,67.49,650.19,8.634,0.114
5979-1,53.99,162.59,2.012,0.047
5980-1,67.49,202.49,2.0,0.1
5981-1,12.99,42.31,2.137,0.085
5982-1,26.99,53.97,1.0,0.048
5983-1,39.99,75.4,0.862,0.064
5984-1,54.99,136.07,1.52,0.086
5985-1,109.99,301.91,1.796,0.073
5986-1,107.99,588.37,4.449,0.077
5987-1,107.99,382.13,2.539,0.057
5988-1,107.99,742.5,5.876,0.08
599-1,,1097.83,,
5993-1,,2.88,,0.043
5994-1,1.34,6.36,3.758,0.109
5996-1,53.99,197.29,2.654,0.27699999999999997
5998-1,1.34,13.49,9.091000000000001,0.13
5999-1,1.34,14.8,10.071,0.121
60000-1,8.99,15.11,0.601,0.07
6000-1,119.99,209.86,0.555,0.061
60001-1,14.99,24.3,0.501,0.055999999999999994
60002-1,24.99,60.98,1.26,0.131
60003-1,49.99,60.75,0.125,0.027000000000000003
60004-1,119.99,209.86,0.555,0.061
60005-1,39.99,74.21,0.833,0.061
60006-1,8.99,12.14,0.28600000000000003,0.037000000000000005
60007-1,39.99,55.15,0.36200000000000004,0.063
60008-1,89.99,149.9,0.5870000000000001,0.079
60009-1,59.99,95.3,0.41200000000000003,0.045
600-1,7.41,207.83,27.041999999999998,0.036000000000000004
60010-1,49.99,67.04,0.242,0.031
60011-1,8.99,17.44,0.848,0.107
60012-1,24.99,33.74,0.25,0.042
60013-1,49.99,81.24,0.505,0.057
60014-1,99.99,204.12,0.89,0.102
60015-1,59.99,94.51,0.556,0.06
60016-1,24.99,101.48,2.76,0.151
60017-1,24.99,64.89,1.405,0.124
60018-1,24.99,93.07,2.449,0.141
60019-1,24.99,39.69,0.47100000000000003,0.044000000000000004
600-2,4.71,131.57,26.926,0.083
60020-1,49.99,74.24,0.375,0.057
6002-1,4.71,95.43,19.255,0.085
60021-1,59.99,106.35,0.7509999999999999,0.083
6002-2,5.39,405.23,74.23100000000001,0.124
60022-1,129.99,376.92,1.7919999999999998,0.127
60023-1,39.99,77.9,0.924,0.075
60024-1,39.99,50.33,0.243,0.031
60025-1,39.99,101.79,1.514,0.12
60026-1,149.99,224.03,0.38299999999999995,0.034
60027-1,39.99,121.49,2.001,0.15
60031-1,80.99,216.82,1.6769999999999998,0.23399999999999999
60032-1,8.99,20.13,1.133,0.114
60033-1,17.99,35.1,0.7340000000000001,0.10800000000000001
60034-1,49.99,87.28,0.617,0.081
60035-1,59.99,101.21,0.5,0.07400000000000001
60036-1,109.99,220.98,0.8190000000000001,0.10800000000000001
6004-1,2.69,36.45,12.568,0.06
60041-1,8.99,13.45,0.425,0.075
60042-1,24.99,40.61,0.505,0.076
60043-1,29.99,67.54,1.002,0.11699999999999999
60044-1,59.99,100.16,0.649,0.106
60045-1,59.99,166.55,1.742,0.127
60046-1,89.99,116.64,0.152,0.021
60047-1,119.99,179.54,0.33,0.052000000000000005
60048-1,39.99,95.81,1.3659999999999999,0.14
60049-1,54.99,80.99,0.33299999999999996,0.044000000000000004
60050-1,79.99,200.34,1.2830000000000001,0.149
60051-1,169.99,298.38,0.474,0.09
60052-1,229.99,376.47,0.39399999999999996,0.111
60053-1,12.99,26.96,0.9990000000000001,0.102
60054-1,12.99,42.53,2.153,0.14800000000000002
60055-1,12.99,26.95,0.998,0.109
60056-1,24.99,123.35,3.571,0.188
60057-1,24.99,81.0,2.002,0.163
60058-1,24.99,44.42,0.6459999999999999,0.077
60059-1,24.99,116.14,3.304,0.14300000000000002
60060-1,39.99,118.67,1.931,0.163
60061-1,39.99,148.03,2.656,0.15
60062-1,149.99,355.83,1.028,0.126
60063-1,39.99,51.66,0.276,0.031
60064-1,59.99,173.34,1.569,0.07200000000000001
60065-1,8.99,13.5,0.431,0.047
60066-1,12.99,21.91,0.625,0.08900000000000001
60067-1,49.99,59.2,0.09699999999999999,0.016
60068-1,89.99,103.82,0.099,0.027999999999999997
60069-1,109.99,197.69,0.627,0.10099999999999999
60070-1,39.99,47.93,0.184,0.02
6007-1,6.06,114.09,17.822,0.10099999999999999
60071-1,59.99,74.05,0.21899999999999997,0.049
60072-1,12.99,28.96,1.147,0.142
60073-1,29.99,70.77,1.0979999999999999,0.146
60074-1,49.99,69.44,0.28600000000000003,0.073
60075-1,59.99,120.91,0.792,0.11199999999999999
60076-1,109.99,220.05,0.8109999999999999,0.125
60077-1,12.99,21.69,0.609,0.085
60078-1,29.99,52.96,0.57,0.09699999999999999
60079-1,59.99,88.48,0.311,0.051
60080-1,149.99,237.98,0.469,0.09
6008-1,4.04,53.93,12.360999999999999,0.085
60081-1,24.99,46.75,0.732,0.11699999999999999
60082-1,24.99,45.36,0.6809999999999999,0.081
60083-1,24.99,49.34,0.828,0.084
60084-1,24.99,52.89,0.96,0.135
60085-1,39.99,111.38,1.751,0.193
60086-1,39.99,50.38,0.244,0.039
60088-1,12.99,17.69,0.311,0.048
60090-1,8.99,27.41,1.9040000000000001,0.196
6009-1,4.39,95.43,20.750999999999998,0.09300000000000001
60091-1,12.99,33.71,1.499,0.175
60092-1,49.99,111.16,1.0590000000000002,0.142
60093-1,59.99,109.43,0.622,0.094
60095-1,149.99,249.7,0.541,0.106
60096-1,129.99,168.51,0.248,0.04
60097-1,229.99,268.11,0.045,0.013999999999999999
60098-1,239.99,437.75,0.621,0.12
60099-1,39.99,49.07,0.212,0.038
60100-1,12.99,15.8,0.171,0.03
6010-1,4.04,746.21,183.86599999999999,0.16899999999999998
60101-1,29.99,67.77,1.0090000000000001,0.192
60102-1,67.49,133.76,0.982,0.175
60103-1,109.99,123.36,0.015,0.012
60104-1,129.99,310.43,1.3,0.203
60105-1,8.99,10.91,0.156,0.035
60106-1,12.99,17.27,0.28,0.048
60107-1,29.99,49.73,0.474,0.134
60108-1,49.99,61.6,0.141,0.035
60109-1,99.99,158.96,0.47200000000000003,0.111
601-1,2.55,185.38,71.656,0.10800000000000001
60110-1,129.99,233.27,0.728,0.183
6011-1,6.06,324.04,52.458999999999996,0.12
60111-1,49.99,66.16,0.226,0.057
60112-1,64.99,150.53,1.23,0.155
60113-1,12.99,25.61,0.899,0.11900000000000001
60114-1,12.99,18.89,0.4,0.094
60115-1,24.99,35.88,0.33,0.07200000000000001
60116-1,24.99,41.11,0.523,0.061
60117-1,24.99,40.46,0.499,0.083
60118-1,24.99,99.59,2.69,0.228
60119-1,39.99,56.57,0.397,0.059000000000000004
601-2,4.71,155.51,32.006,0.07200000000000001
60120-1,12.99,19.83,0.47,0.091
6012-1,4.71,398.44,83.56700000000001,0.131
60121-1,29.99,37.92,0.124,0.018000000000000002
60122-1,44.99,53.99,,
6012298-1,,,,
60123-1,59.99,77.84,0.153,0.022000000000000002
60124-1,149.99,237.06,0.46299999999999997,0.11900000000000001
60125-1,179.99,218.19,0.243,0.067
60126-1,8.99,14.67,0.555,0.055
60127-1,12.99,17.56,0.302,0.053
60128-1,29.99,46.05,0.365,0.067
60129-1,59.99,145.07,1.15,0.207
60130-1,119.99,292.32,1.406,0.217
6013-1,4.04,65.02,15.107000000000001,0.122
60131-1,39.99,44.27,0.09300000000000001,0.025
60132-1,121.49,136.15,0.121,0.037000000000000005
60133-1,39.99,52.91,0.307,0.046
60134-1,49.99,58.98,0.09300000000000001,0.027999999999999997
60135-1,7.99,11.7,0.24,0.07400000000000001
60136-1,12.99,17.44,0.293,0.08900000000000001
60137-1,24.99,38.04,0.128,0.06
60138-1,44.99,59.67,0.105,0.11
60139-1,59.99,,,
60140-1,89.99,147.06,0.556,0.156
60141-1,129.99,202.89,0.503,0.212
60142-1,24.99,93.38,2.46,0.297
60143-1,59.99,116.26,0.723,0.145
60144-1,12.99,19.59,0.452,0.099
60145-1,12.99,20.24,0.501,0.08800000000000001
60146-1,12.99,33.71,1.499,0.203
60147-1,24.99,55.9,1.072,0.184
60148-1,24.99,39.22,0.45299999999999996,0.24
60149-1,24.99,28.94,0.073,0.02
60150-1,24.99,33.75,0.251,0.24100000000000002
60151-1,34.99,81.3,1.008,0.16699999999999998
60152-1,34.99,84.38,1.084,0.183
60153-1,49.99,54.27,0.005,
60154-1,59.99,97.9,0.451,0.135
60155-1,39.99,43.47,0.07400000000000001,0.023
60156-1,7.99,10.72,0.136,0.067
60157-1,12.99,15.65,0.16,0.073
60158-1,29.99,32.94,0.221,0.053
60159-1,44.99,65.76,0.218,0.10400000000000001
60160-1,74.99,88.84,0.09699999999999999,0.048
601601-1,,6.89,,0.05
601602-1,,7.14,,0.013999999999999999
6016-1,5.74,147.34,24.68,0.092
60161-1,149.99,251.24,0.551,0.155
60162-1,179.99,267.11,0.649,0.14300000000000002
60163-1,12.99,15.21,0.128,0.034
60164-1,29.99,34.21,0.268,0.067
60165-1,44.99,64.45,0.19399999999999998,0.075
60166-1,74.99,87.95,0.086,0.042
60167-1,149.99,211.03,0.303,0.10800000000000001
60168-1,39.99,67.45,0.6659999999999999,0.14800000000000002
60169-1,99.99,115.51,0.07,0.034
60170-1,8.99,10.67,0.13,0.061
6017-1,5.06,498.38,97.445,0.12300000000000001
60171-1,12.99,14.27,0.057999999999999996,0.04
60172-1,49.99,57.36,0.063,0.066
60173-1,79.99,87.75,0.084,0.08800000000000001
60174-1,109.99,176.84,0.456,0.192
60175-1,64.99,81.0,0.2,0.09
60176-1,24.99,26.99,,
60177-1,12.99,16.77,0.243,0.069
60178-1,12.99,14.81,0.098,0.048
60179-1,24.99,38.1,0.41200000000000003,0.128
60180-1,24.99,27.9,0.034,0.038
6018-1,6.06,149.04,23.588,0.068
60181-1,24.99,36.0,0.33399999999999996,0.153
60182-1,39.99,66.16,0.634,0.233
60183-1,39.99,59.87,0.479,0.201
60184-1,12.99,17.56,0.302,0.14300000000000002
60185-1,24.99,27.27,0.011000000000000001,
60186-1,64.99,71.7,0.062,0.043
60188-1,129.99,157.83,0.16899999999999998,0.10800000000000001
60190-1,8.99,10.79,0.14300000000000002,0.08
60191-1,12.99,18.08,0.34,0.14800000000000002
60192-1,29.99,40.81,0.21,0.22399999999999998
60193-1,49.99,67.77,0.255,0.152
60194-1,79.99,82.73,0.022000000000000002,0.023
60195-1,149.99,162.81,0.005,
60196-1,99.99,130.68,0.21,0.222
60197-1,199.99,,,
60198-1,269.99,,,
60200-1,179.99,251.14,0.24,0.251
6020-1,6.06,76.94,11.693,0.055999999999999994
60201-1,39.99,44.54,0.1,0.027000000000000003
60202-1,49.99,75.05,0.39,0.23399999999999999
60203-1,119.99,133.29,0.09699999999999999,
60204-1,109.99,237.33,0.758,0.255
60205-1,24.99,,,
60206-1,13.99,,,
60207-1,39.99,,,
60208-1,49.99,48.59,,
60209-1,79.99,80.99,,
602-1,4.71,258.13,53.788000000000004,0.08900000000000001
60210-1,119.99,,,
6021-1,7.09,152.27,20.484,0.099
60212-1,13.99,14.3,0.06,
60213-1,24.99,29.98,0.111,0.045
60214-1,49.99,,,
60215-1,89.99,,,
60216-1,139.99,,,
60217-1,79.99,,,
60218-1,13.99,15.0,0.11199999999999999,0.134
60219-1,13.99,,,
602-2,4.71,197.94,41.011,0.078
60220-1,24.99,,,
6022-1,6.74,204.03,29.287,0.099
60221-1,24.99,,,
60222-1,24.99,26.99,,
60223-1,39.99,51.81,0.28,0.281
60224-1,13.99,14.51,0.076,0.061
60225-1,39.99,,,
60226-1,49.99,,,
60227-1,79.99,76.13,,
60228-1,139.99,,,
60229-1,199.99,,,
60230-1,49.99,53.65,,
6023-1,7.41,182.13,23.574,0.125
60231-1,39.99,,,
60232-1,79.99,67.5,0.0,
60233-1,119.99,,,
60234-1,49.99,55.26,0.024,0.23399999999999999
60235-1,39.99,47.25,0.16699999999999998,0.152
60236-1,19.99,,,
60237-1,19.99,,,
60238-1,19.99,,,
60239-1,13.99,,,
60240-1,13.99,17.93,0.32899999999999996,0.21600000000000003
6024-1,8.78,122.2,12.925999999999998,0.07200000000000001
60241-1,13.99,,,
60242-1,39.99,,,
60243-1,49.99,,,
60244-1,69.99,,,
60245-1,79.99,,,
60246-1,139.99,,,
60247-1,13.99,,,
60248-1,39.99,,,
60249-1,13.99,,,
60250-1,13.99,,,
60251-1,13.99,,,
60252-1,24.99,,,
60253-1,24.99,,,
60254-1,39.99,,,
60255-1,13.99,,,
60256-1,39.99,,,
60257-1,69.99,,,
60258-1,139.99,,,
60260-1,49.99,,,
6026-1,6.74,43.35,5.435,0.08
60261-1,79.99,,,
60262-1,139.99,,,
60263-1,13.99,,,
60264-1,49.99,,,
60265-1,109.99,,,
60266-1,189.99,,,
60267-1,24.99,,,
60268-1,39.99,,,
60270-1,49.99,,,
6027-1,9.11,67.37,6.393,0.055
60271-1,229.99,,,
60272-1,39.99,,,
60273-1,29.99,,,
60274-1,39.99,,,
60275-1,13.99,,,
60276-1,39.99,,,
60277-1,79.99,,,
60279-1,13.99,,,
60280-1,39.99,,,
6028-1,2.69,126.63,46.136,0.12
60281-1,49.99,,,
60282-1,79.99,,,
60283-1,24.99,,,
60284-1,13.99,,,
60285-1,13.99,,,
60286-1,13.99,,,
60287-1,24.99,,,
60288-1,24.99,,,
60289-1,39.99,,,
60290-1,49.99,,,
6029-1,2.69,32.4,11.06,0.12
60291-1,79.99,,,
60292-1,139.99,,,
6030-1,8.09,460.59,55.958,0.129
60304-1,24.99,,,
60305-1,39.99,,,
60306-1,99.99,,,
603-1,3.9,525.15,133.602,0.124
6031-1,8.09,175.72,20.73,0.139
6031636-1,,,,
6031640-1,,24.11,,0.1
6031641-1,,36.02,,0.19
6032-1,8.09,57.05,6.055,0.071
603-3,4.04,134.87,32.411,0.073
6033-1,8.09,64.31,6.952999999999999,0.073
6034-1,9.79,269.99,26.585,0.107
6035-1,7.76,276.71,34.647,0.054000000000000006
6036-1,10.79,119.1,10.041,0.051
6037-1,10.79,81.11,6.519,0.08
6038-1,10.79,332.05,29.783,0.13
6039-1,11.48,534.26,45.559,0.096
6040-1,12.49,467.11,36.406,0.106
604-1,4.04,129.33,31.04,0.086
6041-1,15.51,840.17,53.163999999999994,0.10300000000000001
604-2,4.71,231.46,48.126000000000005,0.081
6042-1,17.21,162.74,8.455,0.078
6043-1,16.19,106.87,5.602,0.077
6043173-1,,10.85,,0.054000000000000006
6043191-1,,3.46,,0.096
6044-1,22.28,198.37,7.905,0.071
6045-1,17.54,102.1,4.822,0.038
6046-1,32.39,538.85,15.638,0.105
6047-1,26.99,259.58,8.619,0.054000000000000006
6048-1,35.09,236.25,5.733,0.062
6049-1,14.84,508.42,33.268,0.099
605-1,2.55,276.01,107.175,0.11800000000000001
6051-1,29.99,155.53,2.842,0.14300000000000002
605-2,3.36,149.46,43.461999999999996,0.081
6052-1,49.99,83.7,0.513,0.071
6053-1,49.99,79.22,0.43200000000000005,0.040999999999999995
6054-1,23.63,500.4,20.180999999999997,0.046
6055-1,26.99,420.2,14.571,0.08199999999999999
6056-1,26.99,207.55,6.691,0.057
6057-1,19.58,305.09,14.585999999999999,0.063
6059-1,29.69,910.79,29.68,0.096
6060-1,29.69,562.67,17.954,0.1
606-1,4.04,344.84,84.431,0.11199999999999999
6061-1,23.63,555.59,22.517,0.092
606-2,4.71,182.55,37.745,0.079
6062-1,26.93,835.79,30.033,0.124
6066-1,31.04,832.69,25.829,0.08199999999999999
6067-1,26.66,1100.03,40.258,0.11599999999999999
607-1,2.55,110.35,42.248999999999995,0.057
6071-1,38.48,1936.62,49.333999999999996,0.135
6073-1,36.44,2062.13,55.595,0.124
6074-1,47.24,776.25,15.433,0.083
6075-1,40.16,547.94,12.642999999999999,0.055
6075-2,64.8,6217.87,94.955,0.124
6076-1,58.05,529.65,8.124,0.085
6077-1,6.74,491.79,72.00399999999999,0.11599999999999999
6077-2,50.61,798.09,14.769,0.09300000000000001
6078-1,40.49,356.31,7.801,0.10800000000000001
6079-1,67.49,987.7,13.636,0.06
6080-1,71.21,2960.25,40.569,0.109
608-1,6.06,138.94,21.921999999999997,0.099
6081-1,78.3,1432.13,17.29,0.102
608-2,2.69,352.94,130.377,0.126
6082-1,86.39,1272.0,13.724,0.10800000000000001
6083-1,21.59,3257.37,149.899,0.13699999999999998
6083-2,26.99,195.25,6.235,0.047
6085-1,91.73,2507.1,26.331,0.11199999999999999
6086-1,114.74,3760.88,31.778000000000002,0.129
6087-1,59.4,377.89,5.362,0.094
6088-1,40.49,296.99,6.335,0.078
6089-1,67.49,296.87,3.3989999999999996,0.057999999999999996
6090-1,128.24,1923.32,13.998,0.122
609-1,,90.79,,
6091-1,121.49,576.77,3.748,0.081
6092-1,33.74,76.5,1.268,0.06
6092-2,20.24,62.17,2.072,0.084
6093-1,121.49,471.11,2.878,0.05
6094-1,20.24,68.63,2.392,0.031
6095-1,26.99,128.24,3.752,0.081
6096-1,67.49,229.19,2.396,0.061
6097-1,107.99,658.8,5.101,0.08800000000000001
6098-1,121.49,1320.66,9.871,0.11
6099-1,26.99,263.14,8.751,0.11199999999999999
6-1,4.04,,,
6100-1,2.69,13.95,4.191,0.055999999999999994
610-1,14.78,143.6,8.714,0.027000000000000003
610-2,,594.61,,0.125
6102-1,7.41,283.62,37.268,0.07400000000000001
6103-1,9.11,378.82,40.571999999999996,0.11800000000000001
6103-2,7.41,163.94,21.12,0.09
6104-1,8.09,67.37,7.331,0.059000000000000004
6105-1,9.11,137.35,14.073,0.061
6107-1,4.04,52.49,12.003,0.109
6109-1,13.49,47.25,2.504,0.059000000000000004
6110-1,5.39,46.24,7.584,0.095
611-1,3.36,2025.0,601.41,0.138
6111-1,17.54,64.48,2.677,0.048
611-2,,,,
6112-1,26.99,,,
6114-1,17.54,68.36,2.898,0.102
6115-1,4.71,13.11,1.7819999999999998,0.076
6116-1,26.99,71.25,1.64,0.078
6117-1,17.99,87.21,3.9730000000000003,0.11900000000000001
6118-1,17.99,102.57,4.849,0.122
6119-1,17.54,47.6,1.714,0.053
612-1,3.36,120.6,34.876,0.048
6125-1,5.39,83.36,14.475999999999999,0.12300000000000001
6126-1,,52.42,,0.025
6127-1,,64.31,,0.031
6128-1,,,,
6130-1,67.49,44.02,,
613-1,3.36,150.0,43.622,0.10800000000000001
6131-1,49.99,94.68,0.754,0.064
6132-1,17.99,148.49,6.337999999999999,0.185
6133-1,29.99,89.37,1.649,0.14800000000000002
6134-1,39.99,163.89,2.47,0.141
6135-1,11.81,66.53,4.632,0.078
6136-1,24.99,269.76,6.996,0.293
6137-1,19.99,46.64,0.728,0.051
6138-1,29.99,74.82,0.848,0.059000000000000004
6140-1,13.49,72.44,4.371,0.079
614-1,24.99,38.33,0.42,0.126
6141-1,24.99,72.39,1.146,0.055
6143-1,39.99,91.02,1.248,0.11199999999999999
6144-1,29.99,181.17,4.37,0.14
6145-1,16.19,139.94,7.646,0.095
6146-1,29.99,88.71,1.629,0.10099999999999999
6150-1,26.99,107.95,3.0,0.065
6151-1,14.99,87.84,4.0089999999999995,0.175
615-2,2.01,60.26,28.96,0.025
6152-1,17.99,125.31,5.192,0.17
6153-1,29.99,98.32,1.9140000000000001,0.134
6154-1,49.99,212.07,2.928,0.14
6155-1,29.69,218.16,6.349,0.107
6156-1,74.99,251.67,2.108,0.1
