set_num,rrp,dollars_per_part,annual_growth,good_investment,years_since_release,num_parts,theme_name,is_parent_theme,num_minifigs,dominant_color,prop_trans_parts,num_unique_parts,num_part_cat,num_cat_part_count,review_score,availability
75225-1,19.99,0.18339449541284403,0.21,1,2,109,Star Wars,1,1.25,Black,0.06976744186046512,32,15,725,83.0,Retired
75226-1,19.99,0.16940677966101694,0.344,1,2,118,Star Wars,1,1.0,Black,0.0851063829787234,43,16,490,76.0,Retired
75227-1,53.99,0.16510703363914372,0.267,1,2,327,Star Wars,1,0.0,Black,0.010526315789473684,83,19,402,100.0,Retired
75228-1,24.99,0.1411864406779661,0.292,1,2,177,Star Wars,1,1.0,Light Bluish Gray,0.01282051282051282,61,16,428,82.0,Retired
75229-1,39.99,0.12155015197568389,0.192,1,2,329,Star Wars,1,1.0,Black,0.055299539170506916,89,24,427,77.0,Retired
75230-1,89.99,0.11096177558569667,0.261,1,3,811,Star Wars,1,0.0,White,0.0,132,24,295,85.0,Retired
75232-1,24.99,0.104125,0.103,1,2,240,Brickheadz,1,0.0,Black,0.012345679012345678,56,14,551,87.0,Retail
75233-1,69.99,0.17992287917737787,0.351,1,2,389,Star Wars,1,1.3333333333333333,Light Bluish Gray,0.025974025974025976,126,25,409,77.0,Retired
75234-1,79.99,0.11626453488372092,0.346,1,2,688,Star Wars,1,1.25,Light Bluish Gray,0.014018691588785047,169,29,318,85.0,Retail
75235-1,39.99,0.3029545454545455,0.0,0,2,132,Star Wars,1,1.0,Light Bluish Gray,0.07272727272727272,47,19,458,76.0,Retail
75236-1,24.99,0.13083769633507852,0.208,1,2,191,Star Wars,1,1.0,White,0.09090909090909091,57,16,473,85.0,Retail
75237-1,24.99,0.3245454545454545,0.205,1,2,77,Star Wars,1,1.0,Light Bluish Gray,0.09523809523809523,39,16,622,78.0,Retired
75238-1,39.99,0.2072020725388601,0.0,0,2,193,Star Wars,1,1.0,Reddish Brown,0.0,85,23,385,77.0,Retail
75239-1,39.99,0.17017021276595745,0.0,0,2,235,Star Wars,1,1.0,White,0.03260869565217391,79,20,360,79.0,Retail
75240-1,89.99,0.18143145161290322,0.0,0,2,496,Star Wars,1,1.0,Red,0.02040816326530612,110,25,343,84.0,Retail
7524-1,6.74,0.37444444444444447,0.0,0,17,18,Clikits,1,0.0,Trans-Dark Pink,0.6666666666666666,7,1,398,60.0,Retired
75241-1,79.99,0.15871031746031744,0.0,0,2,504,Star Wars,1,1.2,Light Bluish Gray,0.016216216216216217,138,25,340,85.0,Retail
75242-1,69.99,0.17674242424242423,0.0,0,2,396,Star Wars,1,1.0,Dark Bluish Gray,0.025,119,26,414,87.0,Retail
75243-1,159.99,0.1590357852882704,0.065,0,2,1006,Star Wars,1,1.0,Light Bluish Gray,0.02027027027027027,206,29,319,90.0,Retail
75244-1,269.99,0.1523645598194131,0.0,0,2,1772,Star Wars,1,1.0,Light Bluish Gray,0.012531328320802004,244,32,415,90.0,Exclusive
75245-1,49.99,0.1785357142857143,0.0,0,2,280,Star Wars,0,1.0,Light Bluish Gray,0.0913978494623656,84,20,554,79.0,Retired
75246-1,24.99,0.15716981132075472,0.0,0,2,159,Star Wars,1,1.0,Light Bluish Gray,0.11538461538461539,65,21,354,79.0,Retail
75247-1,19.99,0.32241935483870965,0.194,1,2,62,Star Wars,1,1.0,Black,0.02631578947368421,34,16,563,79.0,Retired
75248-1,39.99,0.14866171003717474,0.0,0,2,269,Star Wars,1,1.0,White,0.02654867256637168,90,28,346,81.0,Retail
75249-1,89.99,0.15569204152249133,0.0,0,2,578,Star Wars,1,1.0,Light Bluish Gray,0.016666666666666666,142,29,335,83.0,Retail
75250-1,49.99,0.13438172043010754,0.0,0,2,372,Star Wars,1,1.0,Dark Bluish Gray,0.03048780487804878,133,28,394,79.0,Retail
75251-1,149.99,0.14150000000000001,0.0,0,3,1060,Star Wars,1,1.2,Black,0.07931034482758621,186,24,424,91.0,Retail
75252-1,849.99,0.17767349498327759,0.0,0,2,4784,Ultimate Collector Series,0,1.0,Light Bluish Gray,0.02880658436213992,337,37,359,89.0,Exclusive
75253-1,249.99,0.2111402027027027,0.0,0,2,1184,Star Wars,1,0.0,Light Bluish Gray,0.013333333333333334,220,32,323,75.0,Retail
75254-1,69.99,0.1296111111111111,0.0,0,2,540,Star Wars,1,1.0,Dark Bluish Gray,0.013452914798206279,155,31,410,73.0,Retail
75255-1,139.99,0.07904573687182383,0.0,0,2,1771,Star Wars,1,1.0,Sand Green,0.0196078431372549,126,25,419,86.0,Retail
75256-1,159.99,0.15919402985074627,0.0,0,2,1005,Star Wars,1,1.0,Black,0.04710144927536232,200,28,311,93.0,Retail
75257-1,179.99,0.13352373887240357,0.0,0,2,1348,Star Wars,1,1.0,Light Bluish Gray,0.022598870056497175,223,32,422,89.0,Retail
75258-1,39.99,0.14333333333333334,0.0,0,2,279,Star Wars,1,1.0,Light Bluish Gray,0.045454545454545456,86,26,488,81.0,Retail
75259-1,49.99,0.16177993527508092,0.344,1,2,309,Star Wars,1,1.0,Light Bluish Gray,0.050955414012738856,115,25,396,85.0,Retired
7526-1,6.74,0.24962962962962965,0.025,0,17,27,Clikits,1,0.0,Trans-Dark Pink,0.7857142857142857,12,1,398,65.0,Retired
75261-1,39.99,0.15996000000000002,0.362,1,2,250,Star Wars,1,1.0,Light Bluish Gray,0.03773584905660377,86,23,659,90.0,Retired
75262-1,24.99,0.19992,0.283,1,2,125,Star Wars,1,1.6666666666666667,Black,0.09433962264150944,47,19,345,79.0,Retail
75263-1,13.99,0.16267441860465118,0.0,0,1,86,Star Wars,1,1.0,White,0.1111111111111111,37,17,275,81.0,Retail
75264-1,13.99,0.19430555555555556,0.0,0,1,72,Star Wars,1,1.0,Black,0.18604651162790697,32,15,419,70.0,Retail
75265-1,24.99,0.1262121212121212,0.0,0,1,198,Star Wars,1,1.0,Light Bluish Gray,0.027777777777777776,70,19,399,83.0,Retail
75266-1,19.99,0.19038095238095237,0.0,0,1,105,Star Wars,1,1.3333333333333333,Dark Bluish Gray,0.1276595744680851,36,16,441,79.0,Retail
75267-1,19.99,0.18339449541284403,0.0,0,1,109,Star Wars,1,1.0,Dark Bluish Gray,0.09615384615384616,39,15,452,85.0,Retail
75268-1,24.99,0.2746153846153846,0.0,0,1,91,Star Wars,1,1.0,Light Bluish Gray,0.07017543859649122,53,23,482,83.0,Retail
75269-1,24.99,0.12014423076923077,0.0,0,1,208,Star Wars,1,1.0,Black,0.1411764705882353,67,17,540,75.0,Retail
75270-1,39.99,0.19995000000000002,0.0,0,1,200,Star Wars,1,1.0,Tan,0.05084745762711865,85,24,545,78.0,Retail
75271-1,39.99,0.1694491525423729,0.0,0,1,236,Star Wars,1,1.0,Black,0.03669724770642202,80,28,468,77.0,Retail
75272-1,109.99,0.23402127659574468,0.0,0,1,470,Star Wars,1,1.0,Light Bluish Gray,0.058823529411764705,97,19,385,71.0,Retail
75273-1,119.99,0.15767411300919842,0.0,0,1,761,Star Wars,1,1.0,Light Bluish Gray,0.04017857142857143,162,32,336,78.0,Retail
75274-1,79.99,0.11048342541436464,0.0,0,1,724,Star Wars,1,0.0,Black,0.0,129,29,431,90.0,Retail
75275-1,259.99,0.1554964114832536,0.0,0,1,1672,Ultimate Collector Series,0,1.0,Light Bluish Gray,0.007712082262210797,221,31,360,89.0,Limited Retail
75276-1,79.99,0.12363214837712519,0.0,0,1,647,Star Wars,1,0.0,White,0.0,114,25,413,83.0,Retail
75277-1,79.99,0.127984,0.0,0,1,625,Star Wars,1,0.0,Black,0.0,91,20,410,92.0,Retail
75278-1,99.99,0.19265895953757226,0.0,0,1,519,Star Wars,1,0.0,Black,0.0,118,28,322,93.0,Retail
75279-1,49.99,0.160224358974359,0.0,0,1,312,Star Wars,0,1.0,Light Bluish Gray,0.1065989847715736,87,21,487,85.0,Retail
75280-1,39.99,0.14080985915492958,0.0,0,1,284,Star Wars,1,2.0,Light Bluish Gray,0.015748031496062992,97,21,480,86.0,Retail
7528-1,17.54,0.24704225352112674,0.077,0,17,71,Clikits,1,0.0,Trans-Dark Pink,0.6785714285714286,24,1,398,60.0,Retired
75281-1,39.99,0.16125,0.0,0,1,248,Star Wars,1,1.0,Light Bluish Gray,0.04807692307692308,80,25,305,79.0,Retail
75283-1,53.99,0.18943859649122807,0.0,0,1,285,Star Wars,1,1.3333333333333333,Dark Blue,0.025210084033613446,105,23,508,76.0,Retail
75284-1,99.99,0.1680504201680672,0.0,0,1,595,Star Wars,1,1.0,Black,0.023255813953488372,149,29,326,74.0,Retail
75286-1,109.99,0.22585215605749487,0.0,0,1,487,Star Wars,1,1.0,Dark Bluish Gray,0.04411764705882353,115,26,440,63.0,Retail
75288-1,199.99,0.15784530386740334,0.0,0,1,1267,Star Wars,1,1.0,Light Bluish Gray,0.01730103806228374,235,34,380,90.0,Retail
75290-1,449.99,0.14123979912115506,0.0,0,1,3186,Star Wars,1,1.105263157894737,Light Bluish Gray,0.03930817610062893,292,36,502,91.0,Exclusive
7529-1,17.54,0.23386666666666667,0.0,0,17,75,Clikits,1,0.0,Trans-Dark Pink,0.8,22,1,398,65.0,Retired
75291-1,139.99,0.18086563307493542,0.0,0,1,774,Star Wars,1,1.25,Light Bluish Gray,0.07723577235772358,163,29,451,87.0,Retail
75292-1,159.99,0.15639296187683285,0.0,0,1,1023,Star Wars,1,1.0,Light Bluish Gray,0.01079136690647482,197,32,392,90.0,Retail
75293-1,139.99,0.15036519871106338,0.0,0,1,931,Star Wars,1,1.0,Light Bluish Gray,0.02040816326530612,146,29,340,90.0,Retail
75294-1,49.99,0.16945762711864407,0.065,0,1,295,Star Wars,1,1.0,Light Bluish Gray,0.03968253968253968,96,23,434,80.0,Retired
7530-1,17.54,0.2436111111111111,0.0,0,17,72,Clikits,1,0.0,[No Color/Any Color],0.5454545454545454,12,1,398,70.0,Retired
7531-1,26.99,0.1775657894736842,0.043,0,17,152,Clikits,1,0.0,Trans-Dark Pink,0.8518518518518519,29,1,398,65.0,Retired
75317-1,24.99,0.08471186440677965,0.0,0,1,295,Brickheadz,1,0.0,Black,0.006944444444444444,77,16,554,74.0,Retail
75318-1,99.99,0.09318732525629077,0.0,0,1,1073,Star Wars,1,1.0,Dark Tan,0.0,125,22,405,89.0,Retail
7532-1,47.24,0.24863157894736843,0.019,0,17,190,Clikits,1,0.0,Trans-Dark Pink,0.8888888888888888,30,1,398,70.0,Retired
7533-1,10.79,0.16104477611940296,0.049,0,16,67,Clikits,1,0.0,Trans-Pink,0.6956521739130435,15,2,417,60.0,Retired
7534-1,10.79,0.16104477611940296,0.023,0,16,67,Clikits,1,0.0,Trans-Dark Pink,0.95,12,2,420,55.0,Retired
7535-1,10.79,0.16104477611940296,0.074,0,16,67,Clikits,1,0.0,Trans-Purple,0.6666666666666666,16,2,416,47.0,Retired
75523-1,29.99,0.3369662921348314,0.021,0,4,89,Star Wars,1,0.0,Black,0.05660377358490566,50,18,648,88.0,Retired
75524-1,29.99,0.3447126436781609,0.0,0,4,87,Star Wars,1,0.0,Black,0.016129032258064516,50,16,510,85.0,Retired
75525-1,29.99,0.20263513513513512,0.0,0,4,148,Star Wars,1,0.0,Black,0.012658227848101266,70,21,431,85.0,Retired
75526-1,24.99,0.26585106382978724,0.1,1,4,94,Star Wars,1,0.0,Black,0.018518518518518517,49,16,502,82.0,Retired
75528-1,29.99,0.36132530120481926,0.0,0,4,83,Star Wars,1,0.0,Black,0.02040816326530612,43,14,522,79.0,Retired
75529-1,29.99,0.3259782608695652,0.056,0,4,92,Star Wars,1,0.0,Red,0.02,45,14,470,87.0,Retired
75530-1,44.99,0.25134078212290506,0.051,0,4,179,Star Wars,1,0.0,Black,0.015151515151515152,60,12,449,75.0,Retired
7553-1,39.99,0.1731168831168831,0.0,0,10,231,City,0,1.0,White,0.10294117647058823,81,23,661,75.0,Retired
75531-1,29.99,0.2999,0.192,1,4,100,Star Wars,1,0.0,Black,0.01694915254237288,53,16,533,85.0,Retired
75532-1,69.99,0.1548451327433628,0.07,0,4,452,Star Wars,1,0.0,Black,0.014388489208633094,105,25,319,85.0,Retired
75533-1,39.99,0.27770833333333333,0.334,1,3,144,Star Wars,1,0.0,Black,0.013513513513513514,61,17,498,87.0,Retired
75534-1,49.99,0.29755952380952383,0.152,1,3,168,Star Wars,1,0.0,Black,0.014925373134328358,61,16,430,89.0,Retired
75535-1,29.99,0.2999,0.0,0,3,100,Star Wars,1,0.0,Black,0.018518518518518517,53,17,550,71.0,Retired
75536-1,29.99,0.2969306930693069,0.27,1,3,101,Star Wars,1,0.0,White,0.017241379310344827,50,19,493,85.0,Retired
75537-1,39.99,0.3845192307692308,0.043,0,3,104,Star Wars,1,0.0,Black,0.023255813953488372,43,14,528,84.0,Retired
75549-1,24.99,0.18375,0.0,0,1,136,Minions,1,1.0,Light Bluish Gray,0.043478260869565216,62,24,268,68.0,Retail
75551-1,69.99,0.07989726027397259,0.0,0,1,876,Minions,1,1.0,Black,0.015384615384615385,135,28,531,79.0,Retail
7557-1,4.04,0.2885714285714286,0.113,1,16,14,Clikits,1,0.0,Trans-Fire Yellow,0.8888888888888888,8,1,398,60.0,Retired
7558-1,4.04,0.2885714285714286,0.091,1,16,14,Clikits,1,0.0,Trans-Orange,0.7777777777777778,8,1,398,63.0,Retired
7559-1,4.04,0.2885714285714286,0.057,0,16,14,Clikits,1,0.0,Trans-Red,0.5454545454545454,9,1,398,65.0,Retired
7566-1,4.99,0.311875,0.087,1,11,16,Farm,0,1.0,Red,0.0,9,7,654,82.0,Retired
7567-1,4.99,0.23761904761904762,0.037,0,11,21,Traffic,0,1.0,Black,0.06666666666666667,13,9,670,74.0,Retired
7569-1,14.99,0.2629824561403509,0.067,0,11,57,Prince of Persia,1,1.0,Tan,0.0625,27,12,950,78.0,Retired
7570-1,26.99,0.1597041420118343,0.05,0,11,169,Prince of Persia,1,1.0,Tan,0.0,48,15,843,75.0,Retired
7571-1,39.99,0.1544015444015444,0.073,0,11,259,Prince of Persia,1,1.0,Black,0.05952380952380952,69,22,563,78.0,Retired
7572-1,69.99,0.1383201581027668,0.018,0,11,506,Prince of Persia,1,1.0,Dark Bluish Gray,0.05217391304347826,88,24,576,73.0,Retired
7573-1,109.99,0.13397076735688185,0.076,0,11,821,Prince of Persia,1,1.0,White,0.016483516483516484,128,27,531,85.0,Retired
7574-1,26.99,0.23267241379310344,0.057,0,16,116,Clikits,0,0.0,Trans-Light Royal Blue,0.6507936507936508,46,1,398,68.0,Retired
7575-1,20.24,0.1632258064516129,0.051,0,17,124,Clikits,0,0.0,Trans-Dark Pink,0.6666666666666666,44,1,398,50.0,Retired
7577-1,94.49,0.5624404761904762,0.093,1,15,168,Fairy-Tale,0,0.0,White,0.2894736842105263,63,21,649,60.0,Retired
7578-1,67.49,0.4115243902439024,0.135,1,15,164,Fairy-Tale,0,0.0,White,0.19444444444444445,66,24,668,70.0,Retired
7579-1,13.49,0.2594230769230769,0.105,1,15,52,Fairy-Tale,0,0.0,White,0.20588235294117646,31,13,809,60.0,Retired
7580-1,13.49,0.5188461538461538,0.166,1,14,26,Fairy-Tale,0,0.0,White,0.13043478260869565,21,12,587,65.0,Retired
75810-1,269.99,0.11805421950153039,0.0,0,2,2287,Stranger Things,1,1.0,Black,0.06514084507042253,213,33,528,90.0,Exclusive
7581-1,67.49,0.7335869565217391,0.052,0,14,92,Fairy-Tale,0,0.0,White,0.2127659574468085,47,18,629,70.0,Retired
7582-1,80.99,0.4307978723404255,0.095,1,14,188,Fairy-Tale,0,0.0,White,0.20270270270270271,69,22,683,65.0,Retired
75821-1,15.99,0.2160810810810811,0.041,0,5,74,Angry Birds,1,1.0,Light Bluish Gray,0.01694915254237288,49,20,384,78.0,Retired
75822-1,24.99,0.14875,0.074,0,5,168,Angry Birds,1,0.0,Light Bluish Gray,0.042105263157894736,75,25,250,81.0,Retired
75823-1,39.99,0.1423131672597865,0.064,0,5,281,Angry Birds,1,0.0,Tan,0.0,107,28,625,82.0,Retired
75824-1,49.99,0.1295077720207254,0.096,1,5,386,Angry Birds,1,0.0,Light Bluish Gray,0.020202020202020204,147,36,446,85.0,Retired
75825-1,74.99,0.1209516129032258,0.036,0,5,620,Angry Birds,1,1.0,Dark Bluish Gray,0.015625,187,36,446,83.0,Retired
75826-1,109.99,0.1280442374854482,0.048,0,5,859,Angry Birds,1,1.0,Light Bluish Gray,0.021834061135371178,169,34,478,91.0,Retired
75827-1,399.99,0.08616760017233951,0.255,1,5,4642,Ghostbusters,1,1.0,Light Bluish Gray,0.06422018348623854,284,34,647,90.0,Retired
75828-1,74.99,0.13487410071942446,0.183,1,5,556,Ghostbusters,1,1.0,Black,0.0958904109589041,135,30,490,86.0,Retired
7583-1,17.99,0.21674698795180722,0.033,0,13,83,Playhouse,0,0.0,White,0.03225806451612903,29,11,699,74.0,Retired
7585-1,49.99,0.22316964285714286,0.034,0,13,224,Recreation,0,0.0,White,0.038461538461538464,69,18,695,63.0,Retired
7586-1,109.99,0.24120614035087717,0.062,0,13,456,Playhouse,0,0.0,White,0.16216216216216217,145,28,638,70.0,Retired
75870-1,17.99,0.10221590909090908,0.304,1,5,176,Speed Champions,1,1.0,Yellow,0.05813953488372093,64,18,522,81.0,Retired
7587-1,26.99,0.4653448275862069,0.068,0,13,58,Recreation,0,0.0,White,0.08,23,11,816,68.0,Retired
75871-1,17.99,0.09569148936170212,0.304,1,5,188,Speed Champions,1,1.0,Blue,0.027777777777777776,52,15,560,82.0,Retired
75872-1,17.99,0.10708333333333332,0.304,1,5,168,Speed Champions,1,1.0,Black,0.023809523809523808,61,18,587,77.0,Retired
75873-1,17.99,0.10106741573033708,0.304,1,5,178,Speed Champions,1,1.0,Black,0.022988505747126436,64,20,753,78.0,Retired
75874-1,39.99,0.08926339285714287,0.304,1,5,448,Speed Champions,1,1.0,Black,0.07784431137724551,103,26,496,76.0,Retired
75875-1,59.99,0.08927083333333334,0.259,1,5,672,Speed Champions,1,1.0,Black,0.06343283582089553,185,33,473,89.0,Retired
75876-1,89.99,0.12111709286675638,0.199,1,5,743,Speed Champions,1,1.0,Black,0.02973977695167286,179,35,503,85.0,Retired
75877-1,17.99,0.0886206896551724,0.324,1,4,203,Speed Champions,1,1.0,Black,0.06756756756756757,60,20,590,87.0,Retired
75878-1,17.99,0.09569148936170212,0.324,1,4,188,Speed Champions,1,1.0,Black,0.023809523809523808,58,20,571,82.0,Retired
75879-1,17.99,0.09777173913043477,0.235,1,4,184,Speed Champions,1,1.0,Black,0.08411214953271028,69,24,480,80.0,Retired
75880-1,17.99,0.10708333333333332,0.324,1,4,168,Speed Champions,1,1.0,Black,0.07216494845360824,71,22,593,86.0,Retired
75881-1,39.99,0.1072117962466488,0.324,1,4,373,Speed Champions,1,1.0,Black,0.07643312101910828,100,26,458,92.0,Retired
75882-1,64.99,0.12997999999999998,0.193,1,4,500,Speed Champions,1,1.0,Red,0.020202020202020204,152,34,419,83.0,Retired
75883-1,129.99,0.13498442367601246,0.156,1,4,963,Speed Champions,1,1.0,Black,0.042105263157894736,224,36,560,85.0,Retired
75884-1,18.99,0.10377049180327869,0.297,1,3,183,Speed Champions,1,1.0,Black,0.07317073170731707,59,18,582,84.0,Retired
75885-1,18.99,0.09042857142857143,0.308,1,3,210,Speed Champions,1,1.0,Black,0.05154639175257732,66,20,483,89.0,Retired
75886-1,18.99,0.10209677419354837,0.334,1,3,186,Speed Champions,1,1.0,Red,0.07058823529411765,66,21,663,87.0,Retired
75887-1,18.99,0.11170588235294117,0.241,1,3,170,Speed Champions,1,1.0,Black,0.1,65,20,542,82.0,Retired
75888-1,39.99,0.10047738693467337,0.334,1,3,398,Speed Champions,1,1.0,Black,0.055865921787709494,111,31,505,89.0,Retired
75889-1,129.99,0.15185747663551402,0.1,1,3,856,Speed Champions,1,1.0,Black,0.03353658536585366,185,33,519,94.0,Retired
75890-1,19.99,0.09429245283018867,0.0,0,2,212,Speed Champions,1,1.0,Red,0.13414634146341464,59,17,542,90.0,Retail
75891-1,19.99,0.10095959595959596,0.0,0,2,198,Speed Champions,1,1.0,Black,0.08139534883720931,72,21,568,90.0,Retail
75892-1,19.99,0.09004504504504504,0.0,0,2,222,Speed Champions,1,1.0,Black,0.07216494845360824,81,24,528,90.0,Retail
75893-1,39.99,0.08245360824742269,0.0,0,2,485,Speed Champions,1,1.0,Black,0.09580838323353294,106,26,444,93.0,Retail
75894-1,69.99,0.1422560975609756,0.0,0,2,492,Speed Champions,1,1.0,Black,0.04950495049504951,141,29,470,90.0,Retail
75895-1,19.99,0.11105555555555555,0.0,0,2,180,Speed Champions,1,1.0,White,0.07142857142857142,59,23,441,92.0,Retail
75899-1,17.99,0.10772455089820358,0.252,1,6,167,Speed Champions,1,1.0,Red,0.11538461538461539,58,19,536,83.0,Retired
75900-1,17.99,0.16354545454545452,0.261,1,6,110,Scooby-Doo,1,1.0,Light Bluish Gray,0.09259259259259259,41,18,466,81.0,Retired
7590-1,26.99,0.29336956521739127,0.098,1,11,92,Toy Story,1,1.0,Blue,0.0,44,20,250,77.0,Retired
75901-1,24.99,0.195234375,0.203,1,6,128,Scooby-Doo,1,1.0,Lime,0.10144927536231885,53,24,377,80.0,Retired
75902-1,39.99,0.1333,0.334,1,6,300,Scooby-Doo,1,1.0,Light Bluish Gray,0.06722689075630252,86,27,489,90.0,Retired
75903-1,59.99,0.13727688787185355,0.186,1,6,437,Scooby-Doo,1,1.0,Dark Bluish Gray,0.050761421319796954,140,34,489,92.0,Retired
75904-1,109.99,0.12774680603948896,0.232,1,6,861,Scooby-Doo,1,1.0,Black,0.05166051660516605,188,36,537,80.0,Retired
75908-1,17.99,0.11532051282051281,0.233,1,6,156,Speed Champions,1,1.0,Red,0.06578947368421052,52,16,623,88.0,Retired
75909-1,17.99,0.10520467836257309,0.28,1,6,171,Speed Champions,1,1.0,Black,0.0379746835443038,60,21,449,83.0,Retired
759-1,40.43,40.43,0.0381758,0,36,1,Service Packs,1,0.0,White,0.0,1,1,1430,75.0,Retired
75910-1,17.99,0.11681818181818181,0.275,1,6,154,Speed Champions,1,1.0,Light Bluish Gray,0.04285714285714286,52,22,421,83.0,Retired
7591-1,34.99,0.2965254237288136,0.028,0,11,118,Toy Story,1,1.0,Dark Purple,0.03225806451612903,54,24,368,71.0,Retired
75911-1,39.99,0.11761764705882354,0.208,1,6,340,Speed Champions,1,1.0,Black,0.01282051282051282,120,30,454,86.0,Retired
75912-1,59.99,0.10469458987783596,0.14,1,6,573,Speed Champions,1,1.0,Black,0.06220095693779904,133,35,570,89.0,Retired
75913-1,129.99,0.14572869955156953,0.161,1,6,892,Speed Champions,1,1.0,Red,0.02973977695167286,188,30,519,89.0,Retired
75915-1,24.99,0.1436206896551724,0.226,1,6,174,Jurassic World,1,1.0,Blue,0.043010752688172046,79,23,544,77.0,Retired
75916-1,39.99,0.16125,0.139,1,6,248,Jurassic World,1,1.0,Black,0.08064516129032258,103,31,417,85.0,Retired
75917-1,59.99,0.18515432098765433,0.187,1,6,324,Jurassic World,1,1.0,White,0.10810810810810811,113,29,533,75.0,Retired
75918-1,89.99,0.17272552783109404,0.139,1,6,521,Jurassic World,1,1.0,Light Bluish Gray,0.08433734939759036,131,30,483,79.0,Retired
75919-1,149.99,0.12986147186147187,0.193,1,6,1155,Jurassic World,1,1.0,Dark Bluish Gray,0.06181818181818182,201,35,476,80.0,Retired
75920-1,49.99,0.12720101781170484,0.114,1,6,393,Jurassic World,1,1.0,Black,0.0684931506849315,123,28,496,73.0,Retired
7592-1,34.99,0.16661904761904764,0.139,1,11,210,Toy Story,1,1.0,White,0.08974358974358974,65,21,370,76.0,Retired
75926-1,24.99,0.19833333333333333,0.259,1,3,126,Jurassic World,1,1.0,Light Bluish Gray,0.11940298507462686,58,24,617,69.0,Retired
75927-1,39.99,0.18013513513513515,0.14,1,3,222,Jurassic World,1,1.0,Light Bluish Gray,0.0449438202247191,73,20,585,81.0,Retired
75928-1,49.99,0.12591939546599495,0.274,1,3,397,Jurassic World,1,1.0,Light Bluish Gray,0.049723756906077346,143,30,454,79.0,Retired
75929-1,99.99,0.17329289428076255,0.136,1,3,577,Jurassic World,1,1.0,Light Bluish Gray,0.05128205128205128,173,34,484,75.0,Retired
75930-1,149.99,0.14719332679097155,0.219,1,3,1019,Jurassic World,1,1.0,White,0.05725190839694656,181,31,538,77.0,Retired
7593-1,39.99,0.15560311284046693,0.058,0,11,257,Toy Story,1,1.0,Blue,0.0759493670886076,65,21,383,75.0,Retired
75931-1,49.99,0.1729757785467128,0.201,1,3,289,Jurassic World,1,1.0,Light Bluish Gray,0.07142857142857142,106,29,536,79.0,Limited Retail
75932-1,49.99,0.13886111111111113,0.149,1,3,360,Jurassic World,1,1.0,Light Bluish Gray,0.06403940886699508,146,31,638,86.0,Retired
75933-1,89.99,0.14776683087027914,0.202,1,3,609,Jurassic World,1,1.0,Light Bluish Gray,0.07228915662650602,139,29,451,86.0,Retired
75934-1,24.99,0.14964071856287425,0.0,0,2,167,Jurassic World,1,1.0,Black,0.039473684210526314,68,26,433,74.0,Retail
75935-1,79.99,0.18430875576036865,0.0,0,2,434,Jurassic World,1,1.0,Light Bluish Gray,0.07179487179487179,158,27,543,79.0,Retail
75936-1,299.99,0.09615064102564103,0.0,0,2,3120,Jurassic World,1,1.0,Dark Bluish Gray,0.028070175438596492,291,34,484,91.0,Exclusive
75937-1,79.99,0.17894854586129752,0.0,0,2,447,Jurassic World,1,1.0,Light Bluish Gray,0.035175879396984924,161,31,480,81.0,Retail
75938-1,119.99,0.16876230661040786,0.0,0,2,711,Jurassic World,1,1.0,Dark Bluish Gray,0.0546218487394958,178,35,438,65.0,Retail
75939-1,29.99,0.1839877300613497,0.0,0,1,163,Jurassic World,1,1.0,Light Bluish Gray,0.10476190476190476,86,23,583,87.0,Retail
75940-1,69.99,0.17946153846153845,0.0,0,1,390,Jurassic World,1,1.0,Light Bluish Gray,0.06962025316455696,131,31,477,73.0,Retail
7594-1,69.99,0.1394223107569721,0.063,0,11,502,Toy Story,1,1.0,Reddish Brown,0.023622047244094488,96,26,526,86.0,Retired
75941-1,139.99,0.26117537313432837,0.0,0,1,536,Jurassic World,1,1.0,Light Bluish Gray,0.030612244897959183,166,33,499,82.0,Retail
75942-1,39.99,0.39594059405940596,0.0,0,1,101,Jurassic World,1,1.0,Black,0.047619047619047616,60,24,531,77.0,Retail
75945-1,19.99,0.1652066115702479,0.0,0,2,121,Harry Potter,1,1.3333333333333333,Reddish Brown,0.11764705882352941,37,17,461,88.0,Retail
75946-1,39.99,0.1509056603773585,0.0,0,2,265,Harry Potter,1,1.0,Tan,0.05825242718446602,78,23,620,67.0,Retail
75947-1,79.99,0.16127016129032257,0.0,0,2,496,Harry Potter,1,1.0,Dark Bluish Gray,0.02926829268292683,159,29,622,78.0,Retail
75948-1,119.99,0.12957883369330453,0.0,0,2,926,Harry Potter,1,1.0,Tan,0.09027777777777778,191,32,536,93.0,Retail
75950-1,18.99,0.12095541401273885,0.153,1,3,157,Harry Potter,1,1.0,Reddish Brown,0.04597701149425287,65,20,561,82.0,Retired
7595-1,14.99,0.16655555555555557,0.106,1,11,90,Toy Story,1,2.0,Green,0.06451612903225806,29,11,560,83.0,Retired
75951-1,24.99,0.1893181818181818,0.0,0,3,132,Fantastic Beasts,0,1.0,Black,0.058823529411764705,58,23,519,83.0,Retired
75952-1,64.99,0.09364553314121037,0.131,1,3,694,Fantastic Beasts,0,1.0,Dark Bluish Gray,0.03018867924528302,148,25,534,88.0,Retired
75953-1,89.99,0.11935013262599468,0.0,0,3,754,Harry Potter,1,1.0,Reddish Brown,0.10861423220973783,178,33,526,85.0,Retail
