set_num,rrp,dollars_per_part,annual_growth,good_investment,years_since_release,num_parts,theme_name,is_parent_theme,num_minifigs,dominant_color,prop_trans_parts,num_unique_parts,num_part_cat,num_cat_part_count,review_score,availability
41588-1,12.99,0.08602649006622516,0.176,1,4,151,Brickheadz,1,0.0,Green,0.0,37,10,550,84.0,Retired
41589-1,12.99,0.16443037974683544,0.324,1,4,79,Brickheadz,1,0.0,Dark Blue,0.0,30,10,691,82.0,Retired
41590-1,12.99,0.1353125,0.246,1,4,96,Brickheadz,1,0.0,Dark Red,0.05,28,9,871,86.0,Retired
41591-1,12.99,0.09083916083916084,0.0,0,4,143,Brickheadz,1,0.0,Black,0.0,36,11,572,81.0,Retired
41592-1,12.99,0.1396774193548387,0.214,1,4,93,Brickheadz,1,0.0,Green,0.0,23,10,587,71.0,Retired
41593-1,12.99,0.1191743119266055,0.25,1,4,109,Brickheadz,1,0.0,Black,0.0,35,10,601,84.0,Retired
41594-1,12.99,0.11008474576271186,0.0,0,4,118,Brickheadz,1,0.0,Black,0.03333333333333333,41,11,588,83.0,Retired
41595-1,12.99,0.09345323741007194,0.22,1,4,139,Brickheadz,1,0.0,Reddish Brown,0.0,45,14,515,88.0,Retired
41596-1,12.99,0.11198275862068965,0.03,0,4,116,Brickheadz,1,0.0,Blue,0.0,34,10,450,90.0,Retired
41597-1,39.99,0.05648305084745763,0.278,1,3,708,Brickheadz,1,0.0,Black,0.01092896174863388,51,15,576,93.0,Retired
41598-1,12.99,0.10647540983606557,0.215,1,3,122,Brickheadz,1,0.0,Dark Red,0.0,31,11,664,82.0,Retired
41599-1,12.99,0.09083916083916084,0.197,1,3,143,Brickheadz,1,0.0,Black,0.0,39,11,519,92.0,Retired
41600-1,12.99,0.09622222222222222,0.097,1,3,135,Brickheadz,1,0.0,Reddish Brown,0.0,27,10,508,89.0,Retired
41601-1,12.99,0.12027777777777778,0.094,1,3,108,Brickheadz,1,0.0,Light Bluish Gray,0.1111111111111111,36,10,658,90.0,Retired
41602-1,12.99,0.10915966386554622,0.027,0,3,119,Brickheadz,1,0.0,Reddish Brown,0.018518518518518517,36,13,536,81.0,Retired
41603-1,12.99,0.09992307692307692,0.084,1,3,130,Brickheadz,1,0.0,Black,0.017543859649122806,45,15,605,85.0,Retired
41604-1,12.99,0.12861386138613862,0.334,1,3,101,Brickheadz,1,0.0,Dark Red,0.1111111111111111,32,10,669,90.0,Retired
41605-1,12.99,0.12371428571428572,0.334,1,3,105,Brickheadz,1,0.0,Black,0.0,29,11,577,87.0,Retired
41606-1,12.99,0.11495575221238938,0.181,1,3,113,Brickheadz,1,0.0,Dark Bluish Gray,0.03508771929824561,37,13,598,80.0,Retired
41607-1,12.99,0.09551470588235295,0.068,0,3,136,Brickheadz,1,0.0,Black,0.0,37,13,520,84.0,Retired
41608-1,12.99,0.09212765957446808,0.049,0,3,141,Brickheadz,1,0.0,Black,0.0,37,12,544,79.0,Retired
41609-1,12.99,0.08718120805369127,0.334,1,3,149,Brickheadz,1,0.0,Black,0.0,42,12,512,74.0,Retired
41610-1,24.99,0.11956937799043062,0.252,1,3,209,Brickheadz,1,0.0,Black,0.024390243902439025,41,12,617,87.0,Retired
4161-1,26.99,0.09211604095563139,0.057,0,26,293,Freestyle,1,1.0,White,0.022222222222222223,70,18,708,86.0,Retired
41611-1,24.99,0.104125,0.214,1,3,240,Brickheadz,1,0.0,White,0.024096385542168676,47,12,580,85.0,Retired
41612-1,24.99,0.15618749999999998,0.298,1,3,160,Brickheadz,1,0.0,Green,0.027777777777777776,40,11,704,87.0,Retired
41613-1,24.99,0.15618749999999998,0.141,1,3,160,Brickheadz,1,0.0,White,0.0,32,10,682,79.0,Retired
41614-1,24.99,0.10679487179487179,0.126,1,3,234,Brickheadz,1,0.0,Sand Green,0.0,51,13,543,72.0,Retired
41615-1,17.99,0.09994444444444443,0.343,1,3,180,Brickheadz,1,0.0,Black,0.0,57,13,506,90.0,Retired
41616-1,12.99,0.10228346456692913,0.334,1,3,127,Brickheadz,1,0.0,Reddish Brown,0.0,36,12,509,82.0,Retired
41617-1,12.99,0.09992307692307692,0.231,1,3,130,Brickheadz,1,0.0,Bright Light Yellow,0.0,37,10,485,79.0,Retired
41618-1,17.99,0.08950248756218905,0.26,1,3,201,Brickheadz,1,0.0,White,0.0,54,12,537,85.0,Retired
41619-1,12.99,0.12490384615384616,0.326,1,3,104,Brickheadz,1,0.0,Black,0.021739130434782608,38,12,562,77.0,Retired
41620-1,12.99,0.10475806451612904,0.334,1,3,124,Brickheadz,1,0.0,White,0.0,42,12,555,82.0,Retired
4162-1,33.74,0.05595356550580431,0.039,0,26,603,Freestyle,1,0.0,Red,0.029411764705882353,89,26,811,73.0,Retired
41621-1,24.99,0.102,0.334,1,3,245,Brickheadz,1,0.0,White,0.010869565217391304,44,12,472,90.0,Retired
41622-1,24.99,0.10960526315789473,0.217,1,3,228,Brickheadz,1,0.0,Black,0.00980392156862745,60,15,519,90.0,Retired
41623-1,24.99,0.06922437673130194,0.268,1,3,361,Brickheadz,1,0.0,Red,0.0,61,12,455,90.0,Retired
41624-1,12.99,0.1191743119266055,0.334,1,3,109,Brickheadz,1,0.0,Black,0.0,41,14,537,95.0,Retired
41625-1,12.99,0.10069767441860465,0.334,1,3,129,Brickheadz,1,0.0,Black,0.0,48,16,559,87.0,Retired
41626-1,17.99,0.09518518518518518,0.334,1,3,189,Brickheadz,1,0.0,Black,0.030612244897959183,56,15,525,83.0,Retired
41627-1,17.99,0.08367441860465115,0.31,1,3,215,Brickheadz,1,0.0,Dark Tan,0.010309278350515464,53,13,527,89.0,Retired
41628-1,12.99,0.10475806451612904,0.138,1,3,124,Brickheadz,1,0.0,White,0.0,35,11,566,94.0,Retired
41629-1,12.99,0.0806832298136646,0.334,1,3,161,Brickheadz,1,0.0,Light Bluish Gray,0.022727272727272728,56,14,508,89.0,Retired
41630-1,24.99,0.12948186528497407,0.334,1,3,193,Brickheadz,1,0.0,Black,0.0,42,10,536,81.0,Retired
4163-1,60.74,0.17354285714285714,0.105,1,26,350,Freestyle,1,0.0,Blue,0.0423728813559322,87,29,719,65.0,Retired
41631-1,24.99,0.1011740890688259,0.292,1,3,247,Brickheadz,1,0.0,White,0.0,41,13,534,85.0,Retired
41632-1,24.99,0.11623255813953488,0.295,1,3,215,Brickheadz,1,0.0,White,0.01,50,15,592,92.0,Retired
41634-1,20.24,0.1791150442477876,0.362,1,2,113,Brickheadz,1,0.0,Reddish Brown,0.0,34,10,543,92.0,Retired
41635-1,20.24,0.15104477611940298,0.353,1,2,134,Brickheadz,1,0.0,Black,0.0,36,11,537,60.0,Retired
41636-1,13.49,0.13097087378640776,0.362,1,2,103,Brickheadz,1,0.0,Blue,0.0,43,12,547,80.0,Retired
41637-1,13.49,0.09846715328467154,0.331,1,2,137,Brickheadz,1,0.0,White,0.03333333333333333,50,14,480,80.0,Retired
4164-1,13.49,0.49962962962962965,0.057,0,21,27,Disney's Mickey Mouse,1,0.0,Red,0.05,17,11,544,60.0,Retired
4165-1,22.94,0.26988235294117646,0.115,1,21,85,Disney's Mickey Mouse,1,0.0,White,0.0,44,16,684,55.0,Retired
4166-1,26.99,0.29988888888888887,0.061,0,21,90,Disney's Mickey Mouse,1,0.0,Red,0.02,44,22,589,56.0,Retired
4167-1,53.99,0.43540322580645163,0.123,1,21,124,Disney's Mickey Mouse,1,0.0,Blue,0.01639344262295082,57,17,640,60.0,Retired
4171-1,4.04,0.07622641509433963,0.057,0,20,53,Early Creator,0,0.0,Yellow,0.03571428571428571,21,5,777,62.0,Retired
4172-1,5.39,0.1225,0.042,0,20,44,Early Creator,0,0.0,Blue,0.038461538461538464,22,8,692,48.0,Retired
4173-1,9.44,0.16,0.019,0,20,59,Early Creator,0,0.0,Black,0.030303030303030304,28,12,583,48.0,Retired
4174-1,20.24,0.11699421965317919,0.047,0,20,173,Early Creator,0,0.0,Red,0.036585365853658534,59,20,441,58.0,Retired
4175-1,26.99,0.12324200913242009,0.048,0,20,219,Early Creator,0,0.0,Yellow,0.020618556701030927,53,16,633,60.0,Retired
4176-1,33.74,0.10349693251533743,0.06,0,20,326,Early Creator,0,0.0,Red,0.024193548387096774,70,20,589,66.0,Retired
4177-1,40.49,0.10544270833333334,0.156,1,20,384,Basic Set,0,0.0,Yellow,0.023076923076923078,85,25,534,65.0,Retired
41775-1,5.39,0.35933333333333334,0.159,1,3,15,Unikitty!,1,1.0,Dark Azure,0.0,6,6,312,78.0,Retired
41775-10,5.39,0.35933333333333334,0.109,1,3,15,Unikitty!,1,1.0,White,0.0,7,6,429,74.0,Retired
41775-11,5.39,0.35933333333333334,0.072,0,3,15,Unikitty!,1,1.0,White,0.0,6,6,340,75.0,Retired
41775-12,5.39,0.35933333333333334,0.07,0,3,15,Unikitty!,1,1.0,White,0.0,1,1,223,78.0,Retired
41775-2,5.39,0.35933333333333334,0.098,1,3,15,Unikitty!,1,1.0,Orange,0.0,6,6,376,75.0,Retired
41775-3,5.39,0.35933333333333334,0.095,1,3,15,Unikitty!,1,1.0,White,0.0,5,5,355,72.0,Retired
41775-4,5.39,0.35933333333333334,0.0,0,3,15,Unikitty!,1,1.0,Dark Green,0.0,6,6,376,79.0,Retired
41775-5,3.99,0.266,0.029,0,3,15,Unikitty!,1,1.0,White,0.0,6,6,376,74.0,Retired
41775-6,5.39,0.35933333333333334,0.0,0,3,15,Unikitty!,1,1.0,White,0.0,5,5,355,74.0,Retired
41775-7,5.39,0.35933333333333334,0.059,0,3,15,Unikitty!,1,1.0,Dark Azure,0.0,6,6,340,76.0,Retired
41775-8,5.39,0.35933333333333334,0.051,0,3,15,Unikitty!,1,1.0,Dark Azure,0.0,6,6,340,78.0,Retired
41775-9,5.39,0.35933333333333334,0.11,1,3,15,Unikitty!,1,1.0,Blue,0.0,5,5,355,75.0,Retired
4178-1,32.39,0.3027102803738318,0.067,0,21,107,Disney's Mickey Mouse,1,0.0,Red,0.0,45,15,697,66.0,Retired
4179-1,13.49,0.02698,0.073,0,19,500,Early Creator,0,0.0,Red,0.011235955056179775,25,8,737,79.0,Retired
4181-1,24.99,0.1552173913043478,0.155,1,10,161,Pirates of the Caribbean,1,1.0,Light Bluish Gray,0.05442176870748299,65,24,677,77.0,Retired
4182-1,39.99,0.14333333333333334,0.09,1,10,279,Pirates of the Caribbean,1,1.0,Reddish Brown,0.04807692307692308,86,25,709,77.0,Retired
4183-1,49.99,0.13584239130434783,0.111,1,10,368,Pirates of the Caribbean,1,1.0,Light Bluish Gray,0.030612244897959183,88,25,533,73.0,Retired
4184-1,129.99,0.16147826086956524,0.183,1,10,805,Pirates of the Caribbean,1,1.0,Black,0.029411764705882353,142,32,567,82.0,Retired
41900-1,6.99,0.21181818181818182,0.0,0,1,33,DOTS,1,0.0,White,0.11764705882352941,6,3,705,95.0,Retail
41901-1,6.99,0.21181818181818182,0.0,0,1,33,DOTS,1,0.0,Bright Pink,0.10526315789473684,6,3,678,95.0,Retail
41902-1,6.99,0.21181818181818182,0.0,0,1,33,DOTS,1,0.0,Black,0.0,5,3,705,86.0,Retail
41903-1,6.99,0.21181818181818182,0.0,0,1,33,DOTS,1,0.0,Dark Turquoise,0.11764705882352941,6,3,378,86.0,Retail
41904-1,19.99,0.04703529411764706,0.0,0,1,425,DOTS,1,0.0,White,0.011904761904761904,21,9,752,80.0,Retail
41905-1,19.99,0.09004504504504504,0.0,0,1,222,DOTS,1,0.0,Light Bluish Gray,0.1724137931034483,27,13,474,67.0,Retail
41906-1,24.99,0.07079320113314447,0.0,0,1,353,DOTS,1,0.0,Yellow,0.0196078431372549,30,13,645,89.0,Retail
41907-1,24.99,0.0614004914004914,0.0,0,1,407,DOTS,1,0.0,White,0.01818181818181818,36,12,688,72.0,Retail
41908-1,4.99,0.05040404040404041,0.0,0,1,99,DOTS,1,0.0,White,0.07692307692307693,18,1,451,79.0,Retail
4191-1,14.99,0.15946808510638297,0.128,1,10,94,Pirates of the Caribbean,1,1.0,Pearl Gold,0.09523809523809523,35,18,780,67.0,Retired
41911-1,6.99,0.21181818181818182,0.0,0,1,33,DOTS,1,0.0,Bright Green,0.0,7,3,910,100.0,Retail
41912-1,6.99,0.21181818181818182,0.0,0,1,33,DOTS,1,0.0,Bright Light Yellow,0.0,5,2,428,85.0,Retail
41913-1,29.99,0.10634751773049644,0.0,0,1,282,DOTS,1,0.0,White,0.04918032786885246,29,4,740,93.0,Retail
41914-1,24.99,0.062474999999999996,0.0,0,1,400,DOTS,1,0.0,White,0.022222222222222223,16,7,819,89.0,Retail
41915-1,24.99,0.06646276595744681,0.0,0,1,376,DOTS,1,0.0,White,0.02702702702702703,25,11,716,99.0,Retail
41916-1,4.99,0.05040404040404041,0.0,0,1,99,DOTS,1,0.0,White,0.07692307692307693,18,2,1182,89.0,Retail
41917-1,6.99,0.21181818181818182,0.0,0,1,33,DOTS,1,0.0,Black,0.11764705882352941,7,4,518,100.0,Retail
41919-1,6.99,0.21181818181818182,0.0,0,1,33,DOTS,1,0.0,Bright Pink,0.08695652173913043,9,3,949,100.0,Retail
4192-1,24.99,0.19677165354330708,0.13,1,10,127,Pirates of the Caribbean,1,1.0,Dark Green,0.14893617021276595,40,19,703,70.0,Retired
4193-1,64.99,0.13946351931330472,0.095,1,10,466,Pirates of the Caribbean,1,1.0,Black,0.032467532467532464,128,25,594,71.0,Retired
4194-1,99.99,0.13349799732977302,0.091,1,10,749,Pirates of the Caribbean,1,1.0,Black,0.038356164383561646,148,31,571,85.0,Retired
4195-1,149.99,0.1367274384685506,0.153,1,10,1097,Pirates of the Caribbean,1,1.125,Black,0.056074766355140186,172,31,703,83.0,Retired
41999-1,249.99,0.1578219696969697,0.067,0,8,1584,Technic,1,0.0,Black,0.02617801047120419,133,23,172,91.0,Retired
42000-1,149.99,0.13145486415425067,0.093,1,8,1141,Race,0,0.0,Black,0.012345679012345678,130,20,125,76.0,Retired
4200-1,14.99,0.1469607843137255,0.063,0,9,102,Construction,0,1.0,Yellow,0.15384615384615385,52,23,537,74.0,Retired
42001-1,14.99,0.1499,0.088,1,8,100,Off-Road,0,0.0,Black,0.09523809523809523,34,10,81,76.0,Retired
42002-1,24.99,0.147,0.098,1,8,170,Technic,1,0.0,Black,0.0,61,19,143,70.0,Retired
42004-1,29.99,0.12191056910569105,0.105,1,8,246,Construction,0,0.0,Black,0.029411764705882353,58,12,82,86.0,Retired
42005-1,59.99,0.1823404255319149,0.08,1,8,329,Technic,1,0.0,Red,0.015151515151515152,58,14,103,72.0,Retired
42006-1,99.99,0.138875,0.089,1,8,720,Technic,1,0.0,Light Bluish Gray,0.017241379310344827,92,15,88,81.0,Retired
42007-1,49.99,0.1975889328063241,0.135,1,8,253,Technic,1,0.0,Black,0.0,74,19,128,78.0,Retired
42008-1,149.99,0.11754702194357368,0.108,1,8,1276,Technic,1,0.0,Light Bluish Gray,0.0641025641025641,116,22,141,77.0,Retired
42009-1,249.99,0.09589182968929805,0.083,1,8,2607,Construction,0,0.0,Black,0.055248618784530384,138,19,134,88.0,Retired
420-1,2.01,0.10578947368421052,0.075,0,48,19,Police,0,0.0,Black,0.18181818181818182,10,4,611,78.0,Retired
42010-1,24.99,0.15618749999999998,0.079,0,8,160,Technic,1,0.0,Black,0.04,43,12,116,83.0,Retired
4201-1,19.99,0.1448550724637681,0.079,0,9,138,Construction,0,1.0,Black,0.12,60,22,373,78.0,Retired
42011-1,24.99,0.1581645569620253,0.106,1,8,158,Technic,1,0.0,Black,0.03571428571428571,47,13,128,82.0,Retired
42020-1,14.99,0.10337931034482759,0.059,0,7,145,Technic,1,0.0,Light Bluish Gray,0.01818181818181818,47,10,106,70.0,Retired
4202-1,44.99,0.16724907063197028,0.026,0,9,269,Construction,0,1.0,Yellow,0.06315789473684211,80,27,460,85.0,Retired
42021-1,24.99,0.1343548387096774,0.111,1,7,186,Technic,1,0.0,Black,0.02,44,11,102,83.0,Retired
42022-1,49.99,0.12074879227053141,0.071,0,7,414,Technic,1,0.0,Light Bluish Gray,0.039603960396039604,82,19,111,77.0,Retired
42023-1,89.99,0.10764354066985646,0.071,0,7,836,Technic,1,0.0,Light Bluish Gray,0.052980132450331126,99,20,103,71.0,Retired
42024-1,99.99,0.1054746835443038,0.091,1,7,948,Technic,1,0.0,Light Bluish Gray,0.04580152671755725,98,20,126,72.0,Retired
42025-1,159.99,0.12335389360061681,0.085,1,7,1297,Airport,0,0.0,Black,0.025974025974025976,113,20,117,85.0,Retired
42026-1,24.99,0.18108695652173912,0.083,1,7,138,Technic,1,0.0,Black,0.0,40,12,121,65.0,Retired
42027-1,24.99,0.16771812080536913,0.072,0,7,149,Technic,1,0.0,Black,0.07272727272727272,48,16,120,65.0,Retired
42028-1,59.99,0.09722852512155591,0.15,1,7,617,Construction,0,0.0,Black,0.02,85,15,90,76.0,Retired
42029-1,119.99,0.11287864534336782,0.086,1,7,1063,Technic,1,0.0,Light Bluish Gray,0.04516129032258064,130,20,101,84.0,Retired
42030-1,299.99,0.1833679706601467,0.058,0,7,1636,Construction,0,0.0,Black,0.04712041884816754,139,24,184,82.0,Retired
4203-1,49.99,0.1639016393442623,0.084,1,9,305,Construction,0,1.0,Black,0.0962962962962963,105,27,449,88.0,Retired
42031-1,14.99,0.09670967741935484,0.125,1,6,155,Traffic,0,0.0,Black,0.11290322580645161,49,13,105,78.0,Retired
42032-1,24.99,0.09916666666666667,0.113,1,6,252,Construction,0,0.0,Light Bluish Gray,0.0684931506849315,60,14,129,86.0,Retired
42033-1,24.99,0.19992,0.134,1,6,125,Technic,1,0.0,Black,0.020833333333333332,45,13,159,89.0,Retired
42034-1,24.99,0.16885135135135135,0.177,1,6,148,Off-Road,0,0.0,Black,0.016666666666666666,51,12,131,80.0,Retired
42035-1,39.99,0.11046961325966852,0.185,1,6,362,Construction,0,0.0,Light Bluish Gray,0.05063291139240506,69,17,139,85.0,Retired
42036-1,49.99,0.13330666666666668,0.108,1,6,375,Riding Cycle,0,0.0,Black,0.031914893617021274,83,15,103,72.0,Retired
42037-1,69.99,0.14168016194331984,0.082,1,6,494,Off-Road,0,0.0,Black,0.01020408163265306,86,12,90,73.0,Retired
42038-1,109.99,0.1204709748083242,0.069,0,6,913,Off-Road,0,0.0,Black,0.02142857142857143,114,23,107,77.0,Retired
42039-1,159.99,0.13124692370795735,0.055,0,6,1219,Race,0,0.0,Light Bluish Gray,0.037037037037037035,125,21,105,89.0,Retired
42040-1,59.99,0.10378892733564014,0.174,1,6,578,Fire,0,0.0,Light Bluish Gray,0.061946902654867256,96,16,114,91.0,Retired
4204-1,119.99,0.15998666666666667,0.074,0,9,750,Construction,0,1.0,Light Bluish Gray,0.06832298136645963,204,34,449,85.0,Retired
42041-1,89.99,0.14800986842105263,0.06,0,6,608,Race,0,0.0,Black,0.038834951456310676,83,20,122,75.0,Retired
42042-1,179.99,0.12856428571428571,0.117,1,6,1400,Technic,1,0.0,Light Bluish Gray,0.02631578947368421,120,21,123,88.0,Retired
42043-1,269.99,0.09666666666666666,0.122,1,6,2793,Construction,0,0.0,Light Bluish Gray,0.03944773175542406,182,26,162,89.0,Retired
42044-1,15.99,0.14150442477876107,0.052,0,5,113,Airport,0,0.0,Black,0.0,45,13,133,76.0,Retired
42045-1,24.99,0.13883333333333334,0.058,0,5,180,Technic,1,0.0,Black,0.0,59,15,107,82.0,Retired
42046-1,24.99,0.147,0.137,1,5,170,Technic,1,0.0,Black,0.0784313725490196,44,13,130,80.0,Retired
42047-1,24.99,0.13508108108108108,0.126,1,5,185,Technic,1,0.0,Black,0.1111111111111111,41,12,126,80.0,Retired
42048-1,39.99,0.11591304347826087,0.163,1,5,345,Technic,1,0.0,Light Bluish Gray,0.043478260869565216,80,16,142,83.0,Retired
42049-1,64.99,0.13653361344537815,0.07,0,5,476,Technic,1,0.0,Black,0.061224489795918366,82,18,145,71.0,Retired
42050-1,99.99,0.1545440494590417,0.054,0,5,647,Technic,1,0.0,Black,0.016260162601626018,102,17,118,77.0,Retired
4205-1,49.99,0.12404466501240695,0.085,1,9,403,Police,0,1.0,White,0.11920529801324503,118,23,489,82.0,Retired
42052-1,179.99,0.1727351247600768,0.044,0,5,1042,Technic,1,0.0,Light Bluish Gray,0.04516129032258064,124,24,138,87.0,Retired
42053-1,149.99,0.12863636363636363,0.086,1,5,1166,Technic,1,0.0,Black,0.040697674418604654,129,24,129,87.0,Retired
42054-1,229.99,0.1163917004048583,0.057,0,5,1976,Technic,1,0.0,Black,0.03879310344827586,157,26,158,93.0,Retired
42055-1,329.99,0.08398829218630695,0.114,1,5,3929,Construction,0,0.0,Light Bluish Gray,0.027777777777777776,145,26,126,79.0,Retired
42056-1,349.99,0.12943417159763315,0.266,1,5,2704,Race,0,0.0,Black,0.05761316872427984,177,25,191,85.0,Retired
42057-1,24.99,0.12557788944723616,0.097,1,4,199,Airport,0,0.0,Black,0.0,78,14,114,80.0,Retired
42058-1,24.99,0.1785,0.11,1,4,140,Technic,1,0.0,Black,0.06896551724137931,47,14,147,58.0,Retired
42059-1,24.99,0.17598591549295772,0.217,1,4,142,Technic,1,0.0,Black,0.038461538461538464,46,11,142,72.0,Retired
42060-1,39.99,0.10956164383561644,0.029,0,4,365,Technic,1,0.0,Black,0.06060606060606061,80,19,151,76.0,Retired
4206-1,60.74,2.1692857142857145,0.022,0,15,28,9V,0,0.0,Dark Bluish Gray,0.0,5,2,412,84.0,Retired
42061-1,49.99,0.19226923076923078,0.083,1,4,260,Technic,1,0.0,Black,0.06896551724137931,71,13,104,83.0,Retired
4206-2,39.99,0.13464646464646465,0.061,0,9,297,Traffic,0,1.0,Black,0.1,96,27,502,85.0,Retired
42062-1,74.99,0.1188431061806656,0.138,1,4,631,Technic,1,0.0,Black,0.046875,87,16,99,82.0,Retired
42063-1,74.99,0.12436152570480928,0.178,1,4,603,Riding Cycle,0,0.0,Light Bluish Gray,0.0625,93,15,128,84.0,Retired
42064-1,149.99,0.11302938960060287,0.2,1,4,1327,Technic,1,0.0,White,0.04395604395604396,133,27,165,76.0,Retired
42065-1,129.99,0.35132432432432437,0.05,0,4,370,Technic,1,0.0,Black,0.014925373134328358,56,14,184,87.0,Retired
42066-1,189.99,0.16506516072980018,0.04,0,4,1151,Technic,1,0.0,Black,0.025806451612903226,127,20,129,84.0,Retired
42068-1,129.99,0.11753164556962026,0.127,1,4,1106,Technic,1,0.0,Light Bluish Gray,0.07547169811320754,133,24,212,83.0,Retired
42069-1,239.99,0.10075146935348447,0.032,0,4,2382,Technic,1,0.0,Light Bluish Gray,0.056910569105691054,177,31,194,87.0,Retired
42070-1,369.99,0.19870569280343717,0.144,1,4,1862,Technic,1,0.0,Light Bluish Gray,0.07407407407407407,152,24,148,64.0,Retired
4207-1,149.99,0.16007470651013875,0.036,0,9,937,Traffic,0,1.0,White,0.09824561403508772,179,35,461,88.0,Retired
42071-1,24.99,0.146140350877193,0.088,1,3,171,Construction,0,0.0,Light Bluish Gray,0.056338028169014086,58,13,123,83.0,Retired
42072-1,24.99,0.1851111111111111,0.298,1,3,135,Race,0,0.0,Black,0.02127659574468085,41,14,174,79.0,Retired
42073-1,24.99,0.1797841726618705,0.135,1,3,139,Off-Road,0,0.0,Black,0.0196078431372549,46,15,172,74.0,Retired
42074-1,49.99,0.1514848484848485,0.137,1,3,330,Harbor,0,0.0,Light Bluish Gray,0.07446808510638298,74,14,116,81.0,Retired
42075-1,64.99,0.12668615984405457,0.189,1,3,513,Model,0,0.0,Light Bluish Gray,0.1092436974789916,99,20,177,83.0,Retired
42076-1,109.99,0.10783333333333332,0.037,0,3,1020,Harbor,0,0.0,Black,0.02666666666666667,103,18,112,68.0,Retired
42077-1,139.99,0.13929353233830846,0.086,1,3,1005,Race,0,0.0,Black,0.043478260869565216,127,24,146,83.0,Retired
42078-1,229.99,0.08862813102119461,0.118,1,3,2595,Traffic,0,0.0,Black,0.0539568345323741,193,33,319,83.0,Retired
42079-1,89.99,0.15201013513513512,0.154,1,3,592,Technic,1,0.0,Light Bluish Gray,0.06666666666666667,103,21,141,80.0,Retired
42080-1,179.99,0.1794516450648056,0.054,0,3,1003,Model,0,0.0,Black,0.03977272727272727,136,28,192,79.0,Retired
4208-1,24.99,0.10326446280991734,0.083,1,9,242,Fire,0,1.0,Red,0.13043478260869565,74,20,559,84.0,Retired
42081-1,179.99,0.1542330762639246,0.044,0,3,1167,Model,0,0.0,Black,0.05660377358490566,125,27,173,76.0,Retired
42082-1,349.99,0.08628944773175543,0.0,0,3,4056,Model,0,0.0,Black,0.06382978723404255,202,30,186,90.0,Retail
42083-1,399.99,0.11113920533481524,0.0,0,3,3599,Race,0,0.0,Black,0.005970149253731343,210,28,230,85.0,Retail
42084-1,18.99,0.10789772727272727,0.032,0,3,176,Construction,0,0.0,Black,0.07407407407407407,45,12,86,83.0,Retired
42088-1,13.99,0.09025806451612903,0.055,0,2,155,Technic,1,0.0,Black,0.13559322033898305,49,13,109,80.0,Retail
42089-1,19.99,0.11488505747126436,0.344,1,2,174,Technic,1,0.0,Black,0.07692307692307693,54,17,169,77.0,Retired
42090-1,24.99,0.195234375,0.0,0,2,128,Technic,1,0.0,Black,0.05263157894736842,34,10,127,79.0,Retail
4209-1,74.99,0.1436590038314176,0.025,0,9,522,Fire,0,1.0,Red,0.10215053763440861,138,34,466,86.0,Retired
42091-1,24.99,0.20825,0.055,0,2,120,Technic,1,0.0,Light Bluish Gray,0.1276595744680851,38,13,155,74.0,Retail
42092-1,49.99,0.15381538461538463,0.0,0,2,325,Technic,1,0.0,Black,0.06666666666666667,71,19,165,84.0,Retail
42093-1,69.99,0.12088082901554403,0.0,0,2,579,Race,0,0.0,Black,0.017857142857142856,91,18,136,78.0,Retail
42094-1,99.99,0.12090689238210399,0.257,1,2,827,Technic,1,0.0,Black,0.07042253521126761,114,20,139,83.0,Retired
42095-1,139.99,0.43206790123456795,0.0,0,2,324,Race,0,0.0,Black,0.0,69,19,177,85.0,Retail
42096-1,199.99,0.1265759493670886,0.0,0,2,1580,Race,0,0.0,Black,0.020618556701030927,148,26,147,81.0,Retail
42097-1,139.99,0.15216304347826087,0.0,0,2,920,Construction,0,0.0,Dark Bluish Gray,0.0,103,20,151,78.0,Retail
42098-1,229.99,0.09225431207380666,0.0,0,2,2493,Traffic,0,0.0,Black,0.07281553398058252,144,24,172,88.0,Retail
42099-1,299.99,0.3131419624217119,0.0,0,2,958,Off-Road,0,0.0,Black,0.06944444444444445,112,19,160,80.0,Retail
42100-1,549.99,0.13388266796494644,0.0,0,2,4108,Construction,0,0.0,Dark Bluish Gray,0.024691358024691357,181,30,246,90.0,Retail
4210-1,67.49,0.14390191897654583,0.065,0,13,469,Coast Guard,0,1.0,White,0.06521739130434782,153,34,417,80.0,Retired
42101-1,17.99,0.15376068376068375,0.055,0,1,117,Technic,1,0.0,Black,0.0,47,13,114,75.0,Retail
42102-1,17.99,0.13838461538461538,0.0,0,1,130,Technic,1,0.0,Black,0.0,40,10,105,97.0,Retail
42103-1,24.99,0.11106666666666666,0.0,0,1,225,Technic,1,0.0,Black,0.0875,64,14,172,100.0,Retail
42104-1,24.99,0.11008810572687223,0.0,0,1,227,Technic,1,0.0,Black,0.030303030303030304,57,16,161,90.0,Retail
42105-1,69.99,0.17324257425742573,0.0,0,1,404,Technic,1,0.0,Dark Bluish Gray,0.07228915662650602,65,14,84,75.0,Retail
42106-1,69.99,0.11473770491803278,0.0,0,1,610,Technic,1,0.0,Black,0.12698412698412698,99,19,214,75.0,Retail
42107-1,99.99,0.15478328173374611,0.0,0,1,646,Riding Cycle,0,0.0,Black,0.02142857142857143,113,21,135,91.0,Retail
42108-1,139.99,0.10835139318885449,0.0,0,1,1292,Technic,1,0.0,Black,0.06369426751592357,125,23,147,76.0,Retail
